"","from","to","combined_score"
"25682","9606.ENSP00000261623","9606.ENSP00000398698",664
"25683","9606.ENSP00000261692","9606.ENSP00000398698",379
"25684","9606.ENSP00000261692","9606.ENSP00000398698",379
"25685","9606.ENSP00000262262","9606.ENSP00000398698",492
"25686","9606.ENSP00000262262","9606.ENSP00000398698",492
"25687","9606.ENSP00000262510","9606.ENSP00000398698",344
"25688","9606.ENSP00000262510","9606.ENSP00000398698",344
"25689","9606.ENSP00000262584","9606.ENSP00000398698",274
"25690","9606.ENSP00000262584","9606.ENSP00000398698",274
"25691","9606.ENSP00000262629","9606.ENSP00000398698",566
"25692","9606.ENSP00000262629","9606.ENSP00000398698",566
"25693","9606.ENSP00000262776","9606.ENSP00000398698",434
"25694","9606.ENSP00000262776","9606.ENSP00000398698",434
"25695","9606.ENSP00000262865","9606.ENSP00000398698",434
"25696","9606.ENSP00000262865","9606.ENSP00000398698",434
"25697","9606.ENSP00000262887","9606.ENSP00000398698",212
"25698","9606.ENSP00000262887","9606.ENSP00000398698",212
"25699","9606.ENSP00000262958","9606.ENSP00000398698",258
"25700","9606.ENSP00000262958","9606.ENSP00000398698",258
"25701","9606.ENSP00000263025","9606.ENSP00000398698",742
"25702","9606.ENSP00000263025","9606.ENSP00000398698",742
"25703","9606.ENSP00000263645","9606.ENSP00000398698",376
"25704","9606.ENSP00000263645","9606.ENSP00000398698",376
"25705","9606.ENSP00000263863","9606.ENSP00000398698",498
"25706","9606.ENSP00000263863","9606.ENSP00000398698",498
"25707","9606.ENSP00000264072","9606.ENSP00000398698",453
"25708","9606.ENSP00000264072","9606.ENSP00000398698",453
"25709","9606.ENSP00000264552","9606.ENSP00000398698",244
"25710","9606.ENSP00000264552","9606.ENSP00000398698",244
"25711","9606.ENSP00000264908","9606.ENSP00000398698",215
"25712","9606.ENSP00000264908","9606.ENSP00000398698",215
"25713","9606.ENSP00000264972","9606.ENSP00000398698",490
"25714","9606.ENSP00000264972","9606.ENSP00000398698",490
"25715","9606.ENSP00000265062","9606.ENSP00000398698",243
"25716","9606.ENSP00000265062","9606.ENSP00000398698",243
"25717","9606.ENSP00000265354","9606.ENSP00000398698",210
"25718","9606.ENSP00000265354","9606.ENSP00000398698",210
"25719","9606.ENSP00000265686","9606.ENSP00000398698",236
"25720","9606.ENSP00000265686","9606.ENSP00000398698",236
"25721","9606.ENSP00000266025","9606.ENSP00000398698",268
"25722","9606.ENSP00000266025","9606.ENSP00000398698",268
"25723","9606.ENSP00000266458","9606.ENSP00000398698",203
"25724","9606.ENSP00000266458","9606.ENSP00000398698",203
"25725","9606.ENSP00000267205","9606.ENSP00000398698",252
"25726","9606.ENSP00000267205","9606.ENSP00000398698",252
"25727","9606.ENSP00000269305","9606.ENSP00000398698",825
"25728","9606.ENSP00000269305","9606.ENSP00000398698",825
"25729","9606.ENSP00000269980","9606.ENSP00000398698",473
"25730","9606.ENSP00000269980","9606.ENSP00000398698",473
"25731","9606.ENSP00000270586","9606.ENSP00000398698",905
"25732","9606.ENSP00000270586","9606.ENSP00000398698",905
"25733","9606.ENSP00000271651","9606.ENSP00000398698",520
"25734","9606.ENSP00000271651","9606.ENSP00000398698",520
"25735","9606.ENSP00000276052","9606.ENSP00000398698",282
"25736","9606.ENSP00000276052","9606.ENSP00000398698",282
"25737","9606.ENSP00000278715","9606.ENSP00000398698",246
"25738","9606.ENSP00000278715","9606.ENSP00000398698",246
"25739","9606.ENSP00000278840","9606.ENSP00000398698",231
"25740","9606.ENSP00000278840","9606.ENSP00000398698",231
"25741","9606.ENSP00000282388","9606.ENSP00000398698",352
"25742","9606.ENSP00000282388","9606.ENSP00000398698",352
"25743","9606.ENSP00000285735","9606.ENSP00000398698",236
"25744","9606.ENSP00000285735","9606.ENSP00000398698",236
"25745","9606.ENSP00000285930","9606.ENSP00000398698",504
"25746","9606.ENSP00000285930","9606.ENSP00000398698",504
"25747","9606.ENSP00000289902","9606.ENSP00000398698",335
"25748","9606.ENSP00000289902","9606.ENSP00000398698",335
"25749","9606.ENSP00000292174","9606.ENSP00000398698",555
"25750","9606.ENSP00000292174","9606.ENSP00000398698",555
"25751","9606.ENSP00000293362","9606.ENSP00000398698",904
"25752","9606.ENSP00000293362","9606.ENSP00000398698",904
"25753","9606.ENSP00000295685","9606.ENSP00000398698",205
"25754","9606.ENSP00000295685","9606.ENSP00000398698",205
"25755","9606.ENSP00000300026","9606.ENSP00000398698",286
"25756","9606.ENSP00000300026","9606.ENSP00000398698",286
"25757","9606.ENSP00000300093","9606.ENSP00000398698",220
"25758","9606.ENSP00000300093","9606.ENSP00000398698",220
"25759","9606.ENSP00000302324","9606.ENSP00000398698",465
"25760","9606.ENSP00000302324","9606.ENSP00000398698",465
"25761","9606.ENSP00000302896","9606.ENSP00000398698",200
"25762","9606.ENSP00000302896","9606.ENSP00000398698",200
"25763","9606.ENSP00000303276","9606.ENSP00000398698",376
"25764","9606.ENSP00000303276","9606.ENSP00000398698",376
"25765","9606.ENSP00000303315","9606.ENSP00000398698",386
"25766","9606.ENSP00000303315","9606.ENSP00000398698",386
"25767","9606.ENSP00000303580","9606.ENSP00000398698",227
"25768","9606.ENSP00000303580","9606.ENSP00000398698",227
"25769","9606.ENSP00000305422","9606.ENSP00000398698",727
"25770","9606.ENSP00000305422","9606.ENSP00000398698",727
"25771","9606.ENSP00000305651","9606.ENSP00000398698",880
"25772","9606.ENSP00000305651","9606.ENSP00000398698",880
"25773","9606.ENSP00000306844","9606.ENSP00000398698",232
"25774","9606.ENSP00000306844","9606.ENSP00000398698",232
"25775","9606.ENSP00000307706","9606.ENSP00000398698",455
"25776","9606.ENSP00000307706","9606.ENSP00000398698",455
"25777","9606.ENSP00000307940","9606.ENSP00000398698",217
"25778","9606.ENSP00000307940","9606.ENSP00000398698",217
"25779","9606.ENSP00000309597","9606.ENSP00000398698",212
"25780","9606.ENSP00000309597","9606.ENSP00000398698",212
"25781","9606.ENSP00000310928","9606.ENSP00000398698",295
"25782","9606.ENSP00000310928","9606.ENSP00000398698",295
"25783","9606.ENSP00000311469","9606.ENSP00000398698",389
"25784","9606.ENSP00000311469","9606.ENSP00000398698",389
"25785","9606.ENSP00000312027","9606.ENSP00000398698",331
"25786","9606.ENSP00000312027","9606.ENSP00000398698",331
"25787","9606.ENSP00000312029","9606.ENSP00000398698",441
"25788","9606.ENSP00000312029","9606.ENSP00000398698",441
"25789","9606.ENSP00000314508","9606.ENSP00000398698",398
"25790","9606.ENSP00000314508","9606.ENSP00000398698",398
"25791","9606.ENSP00000315644","9606.ENSP00000398698",208
"25792","9606.ENSP00000315644","9606.ENSP00000398698",208
"25793","9606.ENSP00000315768","9606.ENSP00000398698",502
"25794","9606.ENSP00000315768","9606.ENSP00000398698",502
"25795","9606.ENSP00000315997","9606.ENSP00000398698",458
"25796","9606.ENSP00000315997","9606.ENSP00000398698",458
"25797","9606.ENSP00000317327","9606.ENSP00000398698",258
"25798","9606.ENSP00000317327","9606.ENSP00000398698",258
"25799","9606.ENSP00000318822","9606.ENSP00000398698",946
"25800","9606.ENSP00000318822","9606.ENSP00000398698",946
"25801","9606.ENSP00000320866","9606.ENSP00000398698",449
"25802","9606.ENSP00000320866","9606.ENSP00000398698",449
"25803","9606.ENSP00000322775","9606.ENSP00000398698",318
"25804","9606.ENSP00000322775","9606.ENSP00000398698",318
"25805","9606.ENSP00000323280","9606.ENSP00000398698",328
"25806","9606.ENSP00000323280","9606.ENSP00000398698",328
"25807","9606.ENSP00000325690","9606.ENSP00000398698",222
"25808","9606.ENSP00000325690","9606.ENSP00000398698",222
"25809","9606.ENSP00000325708","9606.ENSP00000398698",206
"25810","9606.ENSP00000325708","9606.ENSP00000398698",206
"25811","9606.ENSP00000325917","9606.ENSP00000398698",235
"25812","9606.ENSP00000325917","9606.ENSP00000398698",235
"25813","9606.ENSP00000327801","9606.ENSP00000398698",292
"25814","9606.ENSP00000327801","9606.ENSP00000398698",292
"25815","9606.ENSP00000328818","9606.ENSP00000398698",351
"25816","9606.ENSP00000328818","9606.ENSP00000398698",351
"25817","9606.ENSP00000330587","9606.ENSP00000398698",381
"25818","9606.ENSP00000330587","9606.ENSP00000398698",381
"25819","9606.ENSP00000334872","9606.ENSP00000398698",388
"25820","9606.ENSP00000334872","9606.ENSP00000398698",388
"25821","9606.ENSP00000336790","9606.ENSP00000398698",403
"25822","9606.ENSP00000336790","9606.ENSP00000398698",403
"25823","9606.ENSP00000337701","9606.ENSP00000398698",334
"25824","9606.ENSP00000337701","9606.ENSP00000398698",334
"25825","9606.ENSP00000337731","9606.ENSP00000398698",365
"25826","9606.ENSP00000337731","9606.ENSP00000398698",365
"25827","9606.ENSP00000337825","9606.ENSP00000398698",509
"25828","9606.ENSP00000337825","9606.ENSP00000398698",509
"25829","9606.ENSP00000338039","9606.ENSP00000398698",900
"25830","9606.ENSP00000338039","9606.ENSP00000398698",900
"25831","9606.ENSP00000339001","9606.ENSP00000398698",224
"25832","9606.ENSP00000339001","9606.ENSP00000398698",224
"25833","9606.ENSP00000341785","9606.ENSP00000398698",475
"25834","9606.ENSP00000341785","9606.ENSP00000398698",475
"25835","9606.ENSP00000342056","9606.ENSP00000398698",211
"25836","9606.ENSP00000342056","9606.ENSP00000398698",211
"25837","9606.ENSP00000342156","9606.ENSP00000398698",561
"25838","9606.ENSP00000342156","9606.ENSP00000398698",561
"25839","9606.ENSP00000342278","9606.ENSP00000398698",380
"25840","9606.ENSP00000342278","9606.ENSP00000398698",380
"25841","9606.ENSP00000342513","9606.ENSP00000398698",249
"25842","9606.ENSP00000342513","9606.ENSP00000398698",249
"25843","9606.ENSP00000342681","9606.ENSP00000398698",553
"25844","9606.ENSP00000342681","9606.ENSP00000398698",553
"25845","9606.ENSP00000345344","9606.ENSP00000398698",637
"25846","9606.ENSP00000345344","9606.ENSP00000398698",637
"25847","9606.ENSP00000346550","9606.ENSP00000398698",216
"25848","9606.ENSP00000346550","9606.ENSP00000398698",216
"25849","9606.ENSP00000349252","9606.ENSP00000398698",682
"25850","9606.ENSP00000349252","9606.ENSP00000398698",682
"25851","9606.ENSP00000349960","9606.ENSP00000398698",701
"25852","9606.ENSP00000349960","9606.ENSP00000398698",701
"25853","9606.ENSP00000350844","9606.ENSP00000398698",231
"25854","9606.ENSP00000350844","9606.ENSP00000398698",231
"25855","9606.ENSP00000351059","9606.ENSP00000398698",609
"25856","9606.ENSP00000351059","9606.ENSP00000398698",609
"25857","9606.ENSP00000351314","9606.ENSP00000398698",934
"25858","9606.ENSP00000351314","9606.ENSP00000398698",934
"25859","9606.ENSP00000351490","9606.ENSP00000398698",210
"25860","9606.ENSP00000351490","9606.ENSP00000398698",210
"25861","9606.ENSP00000351497","9606.ENSP00000398698",798
"25862","9606.ENSP00000351497","9606.ENSP00000398698",798
"25863","9606.ENSP00000353238","9606.ENSP00000398698",490
"25864","9606.ENSP00000353238","9606.ENSP00000398698",490
"25865","9606.ENSP00000354090","9606.ENSP00000398698",200
"25866","9606.ENSP00000354090","9606.ENSP00000398698",200
"25867","9606.ENSP00000354566","9606.ENSP00000398698",487
"25868","9606.ENSP00000354566","9606.ENSP00000398698",487
"25869","9606.ENSP00000354677","9606.ENSP00000398698",446
"25870","9606.ENSP00000354677","9606.ENSP00000398698",446
"25871","9606.ENSP00000354782","9606.ENSP00000398698",371
"25872","9606.ENSP00000354782","9606.ENSP00000398698",371
"25873","9606.ENSP00000356058","9606.ENSP00000398698",243
"25874","9606.ENSP00000356058","9606.ENSP00000398698",243
"25875","9606.ENSP00000356540","9606.ENSP00000398698",390
"25876","9606.ENSP00000356540","9606.ENSP00000398698",390
"25877","9606.ENSP00000356985","9606.ENSP00000398698",229
"25878","9606.ENSP00000356985","9606.ENSP00000398698",229
"25879","9606.ENSP00000357000","9606.ENSP00000398698",212
"25880","9606.ENSP00000357000","9606.ENSP00000398698",212
"25881","9606.ENSP00000357022","9606.ENSP00000398698",302
"25882","9606.ENSP00000357022","9606.ENSP00000398698",302
"25883","9606.ENSP00000357036","9606.ENSP00000398698",271
"25884","9606.ENSP00000357036","9606.ENSP00000398698",271
"25885","9606.ENSP00000357055","9606.ENSP00000398698",278
"25886","9606.ENSP00000357055","9606.ENSP00000398698",278
"25887","9606.ENSP00000357097","9606.ENSP00000398698",259
"25888","9606.ENSP00000357097","9606.ENSP00000398698",259
"25889","9606.ENSP00000357113","9606.ENSP00000398698",340
"25890","9606.ENSP00000357113","9606.ENSP00000398698",340
"25891","9606.ENSP00000357153","9606.ENSP00000398698",687
"25892","9606.ENSP00000357153","9606.ENSP00000398698",687
"25893","9606.ENSP00000357307","9606.ENSP00000398698",209
"25894","9606.ENSP00000357307","9606.ENSP00000398698",209
"25895","9606.ENSP00000357726","9606.ENSP00000398698",483
"25896","9606.ENSP00000357726","9606.ENSP00000398698",483
"25897","9606.ENSP00000357727","9606.ENSP00000398698",469
"25898","9606.ENSP00000357727","9606.ENSP00000398698",469
"25899","9606.ENSP00000358501","9606.ENSP00000398698",527
"25900","9606.ENSP00000358501","9606.ENSP00000398698",527
"25901","9606.ENSP00000361120","9606.ENSP00000398698",215
"25902","9606.ENSP00000361120","9606.ENSP00000398698",215
"25903","9606.ENSP00000361562","9606.ENSP00000398698",248
"25904","9606.ENSP00000361562","9606.ENSP00000398698",248
"25905","9606.ENSP00000362082","9606.ENSP00000398698",244
"25906","9606.ENSP00000362082","9606.ENSP00000398698",244
"25907","9606.ENSP00000362361","9606.ENSP00000398698",471
"25908","9606.ENSP00000362361","9606.ENSP00000398698",471
"25909","9606.ENSP00000362608","9606.ENSP00000398698",320
"25910","9606.ENSP00000362608","9606.ENSP00000398698",320
"25911","9606.ENSP00000362795","9606.ENSP00000398698",713
"25912","9606.ENSP00000362795","9606.ENSP00000398698",713
"25913","9606.ENSP00000363330","9606.ENSP00000398698",505
"25914","9606.ENSP00000363330","9606.ENSP00000398698",505
"25915","9606.ENSP00000363435","9606.ENSP00000398698",210
"25916","9606.ENSP00000363435","9606.ENSP00000398698",210
"25917","9606.ENSP00000363591","9606.ENSP00000398698",357
"25918","9606.ENSP00000363591","9606.ENSP00000398698",357
"25919","9606.ENSP00000363668","9606.ENSP00000398698",266
"25920","9606.ENSP00000363668","9606.ENSP00000398698",266
"25921","9606.ENSP00000363973","9606.ENSP00000398698",470
"25922","9606.ENSP00000363973","9606.ENSP00000398698",470
"25923","9606.ENSP00000363976","9606.ENSP00000398698",318
"25924","9606.ENSP00000363976","9606.ENSP00000398698",318
"25925","9606.ENSP00000364080","9606.ENSP00000398698",471
"25926","9606.ENSP00000364080","9606.ENSP00000398698",471
"25927","9606.ENSP00000364635","9606.ENSP00000398698",266
"25928","9606.ENSP00000364635","9606.ENSP00000398698",266
"25929","9606.ENSP00000365261","9606.ENSP00000398698",425
"25930","9606.ENSP00000365261","9606.ENSP00000398698",425
"25931","9606.ENSP00000365777","9606.ENSP00000398698",426
"25932","9606.ENSP00000365777","9606.ENSP00000398698",426
"25933","9606.ENSP00000366095","9606.ENSP00000398698",607
"25934","9606.ENSP00000366095","9606.ENSP00000398698",607
"25935","9606.ENSP00000368215","9606.ENSP00000398698",941
"25936","9606.ENSP00000368215","9606.ENSP00000398698",941
"25937","9606.ENSP00000368632","9606.ENSP00000398698",595
"25938","9606.ENSP00000368632","9606.ENSP00000398698",595
"25939","9606.ENSP00000369146","9606.ENSP00000398698",381
"25940","9606.ENSP00000369146","9606.ENSP00000398698",381
"25941","9606.ENSP00000370034","9606.ENSP00000398698",813
"25942","9606.ENSP00000370034","9606.ENSP00000398698",813
"25943","9606.ENSP00000370074","9606.ENSP00000398698",355
"25944","9606.ENSP00000370074","9606.ENSP00000398698",355
"25945","9606.ENSP00000371267","9606.ENSP00000398698",475
"25946","9606.ENSP00000371267","9606.ENSP00000398698",475
"25947","9606.ENSP00000371505","9606.ENSP00000398698",581
"25948","9606.ENSP00000371505","9606.ENSP00000398698",581
"25949","9606.ENSP00000372155","9606.ENSP00000398698",911
"25950","9606.ENSP00000372155","9606.ENSP00000398698",911
"25951","9606.ENSP00000372193","9606.ENSP00000398698",207
"25952","9606.ENSP00000372193","9606.ENSP00000398698",207
"25953","9606.ENSP00000375616","9606.ENSP00000398698",352
"25954","9606.ENSP00000375616","9606.ENSP00000398698",352
"25955","9606.ENSP00000375892","9606.ENSP00000398698",347
"25956","9606.ENSP00000375892","9606.ENSP00000398698",347
"25957","9606.ENSP00000376544","9606.ENSP00000398698",268
"25958","9606.ENSP00000376544","9606.ENSP00000398698",268
"25959","9606.ENSP00000376786","9606.ENSP00000398698",203
"25960","9606.ENSP00000376786","9606.ENSP00000398698",203
"25961","9606.ENSP00000377401","9606.ENSP00000398698",244
"25962","9606.ENSP00000377401","9606.ENSP00000398698",244
"25963","9606.ENSP00000377995","9606.ENSP00000398698",452
"25964","9606.ENSP00000377995","9606.ENSP00000398698",452
"25965","9606.ENSP00000378845","9606.ENSP00000398698",237
"25966","9606.ENSP00000378845","9606.ENSP00000398698",237
"25967","9606.ENSP00000378856","9606.ENSP00000398698",514
"25968","9606.ENSP00000378856","9606.ENSP00000398698",514
"25969","9606.ENSP00000379282","9606.ENSP00000398698",294
"25970","9606.ENSP00000379282","9606.ENSP00000398698",294
"25971","9606.ENSP00000379512","9606.ENSP00000398698",213
"25972","9606.ENSP00000379512","9606.ENSP00000398698",213
"25973","9606.ENSP00000379563","9606.ENSP00000398698",368
"25974","9606.ENSP00000379563","9606.ENSP00000398698",368
"25975","9606.ENSP00000379980","9606.ENSP00000398698",345
"25976","9606.ENSP00000379980","9606.ENSP00000398698",345
"25977","9606.ENSP00000380073","9606.ENSP00000398698",411
"25978","9606.ENSP00000380073","9606.ENSP00000398698",411
"25979","9606.ENSP00000381070","9606.ENSP00000398698",956
"25980","9606.ENSP00000381070","9606.ENSP00000398698",956
"25981","9606.ENSP00000381072","9606.ENSP00000398698",633
"25982","9606.ENSP00000381072","9606.ENSP00000398698",633
"25983","9606.ENSP00000381382","9606.ENSP00000398698",219
"25984","9606.ENSP00000381382","9606.ENSP00000398698",219
"25985","9606.ENSP00000381386","9606.ENSP00000398698",330
"25986","9606.ENSP00000381386","9606.ENSP00000398698",330
"25987","9606.ENSP00000381448","9606.ENSP00000398698",447
"25988","9606.ENSP00000381448","9606.ENSP00000398698",447
"25989","9606.ENSP00000381607","9606.ENSP00000398698",378
"25990","9606.ENSP00000381607","9606.ENSP00000398698",378
"25991","9606.ENSP00000382707","9606.ENSP00000398698",300
"25992","9606.ENSP00000382707","9606.ENSP00000398698",300
"25993","9606.ENSP00000382800","9606.ENSP00000398698",328
"25994","9606.ENSP00000382800","9606.ENSP00000398698",328
"25995","9606.ENSP00000383003","9606.ENSP00000398698",209
"25996","9606.ENSP00000383003","9606.ENSP00000398698",209
"25997","9606.ENSP00000384849","9606.ENSP00000398698",460
"25998","9606.ENSP00000384849","9606.ENSP00000398698",460
"25999","9606.ENSP00000385057","9606.ENSP00000398698",304
"26000","9606.ENSP00000385057","9606.ENSP00000398698",304
"26001","9606.ENSP00000385610","9606.ENSP00000398698",213
"26002","9606.ENSP00000385610","9606.ENSP00000398698",213
"26003","9606.ENSP00000386165","9606.ENSP00000398698",297
"26004","9606.ENSP00000386165","9606.ENSP00000398698",297
"26005","9606.ENSP00000386187","9606.ENSP00000398698",283
"26006","9606.ENSP00000386187","9606.ENSP00000398698",283
"26007","9606.ENSP00000386531","9606.ENSP00000398698",254
"26008","9606.ENSP00000386531","9606.ENSP00000398698",254
"26009","9606.ENSP00000386559","9606.ENSP00000398698",454
"26010","9606.ENSP00000386559","9606.ENSP00000398698",454
"26011","9606.ENSP00000388001","9606.ENSP00000398698",408
"26012","9606.ENSP00000388001","9606.ENSP00000398698",408
"26013","9606.ENSP00000388402","9606.ENSP00000398698",397
"26014","9606.ENSP00000388402","9606.ENSP00000398698",397
"26015","9606.ENSP00000389445","9606.ENSP00000398698",302
"26016","9606.ENSP00000389445","9606.ENSP00000398698",302
"26017","9606.ENSP00000391397","9606.ENSP00000398698",381
"26018","9606.ENSP00000391397","9606.ENSP00000398698",381
"26019","9606.ENSP00000392147","9606.ENSP00000398698",457
"26020","9606.ENSP00000392147","9606.ENSP00000398698",457
"26021","9606.ENSP00000393566","9606.ENSP00000398698",306
"26022","9606.ENSP00000393566","9606.ENSP00000398698",306
"26023","9606.ENSP00000393719","9606.ENSP00000398698",390
"26024","9606.ENSP00000393719","9606.ENSP00000398698",390
"26025","9606.ENSP00000395590","9606.ENSP00000398698",205
"26026","9606.ENSP00000395590","9606.ENSP00000398698",205
"26027","9606.ENSP00000396467","9606.ENSP00000398698",919
"26028","9606.ENSP00000396467","9606.ENSP00000398698",919
"26029","9606.ENSP00000307863","9606.ENSP00000399475",424
"26030","9606.ENSP00000307863","9606.ENSP00000399475",424
"26031","9606.ENSP00000358862","9606.ENSP00000399475",276
"26032","9606.ENSP00000358862","9606.ENSP00000399475",276
"26033","9606.ENSP00000182527","9606.ENSP00000399709",379
"26034","9606.ENSP00000182527","9606.ENSP00000399709",379
"26035","9606.ENSP00000222247","9606.ENSP00000399709",223
"26036","9606.ENSP00000222247","9606.ENSP00000399709",223
"26037","9606.ENSP00000241052","9606.ENSP00000399709",504
"26038","9606.ENSP00000241052","9606.ENSP00000399709",504
"26039","9606.ENSP00000262584","9606.ENSP00000399709",202
"26040","9606.ENSP00000262584","9606.ENSP00000399709",202
"26041","9606.ENSP00000269305","9606.ENSP00000399709",207
"26042","9606.ENSP00000269305","9606.ENSP00000399709",207
"26043","9606.ENSP00000269980","9606.ENSP00000399709",646
"26044","9606.ENSP00000269980","9606.ENSP00000399709",646
"26045","9606.ENSP00000333666","9606.ENSP00000399709",213
"26046","9606.ENSP00000333666","9606.ENSP00000399709",213
"26047","9606.ENSP00000349960","9606.ENSP00000399709",213
"26048","9606.ENSP00000349960","9606.ENSP00000399709",213
"26049","9606.ENSP00000372193","9606.ENSP00000399709",378
"26050","9606.ENSP00000372193","9606.ENSP00000399709",378
"26051","9606.ENSP00000398698","9606.ENSP00000399709",267
"26052","9606.ENSP00000398698","9606.ENSP00000399709",267
"26053","9606.ENSP00000006777","9606.ENSP00000399797",386
"26054","9606.ENSP00000006777","9606.ENSP00000399797",386
"26055","9606.ENSP00000216099","9606.ENSP00000399797",342
"26056","9606.ENSP00000216099","9606.ENSP00000399797",342
"26057","9606.ENSP00000216133","9606.ENSP00000399797",699
"26058","9606.ENSP00000216133","9606.ENSP00000399797",699
"26059","9606.ENSP00000225916","9606.ENSP00000399797",907
"26060","9606.ENSP00000225916","9606.ENSP00000399797",907
"26061","9606.ENSP00000228251","9606.ENSP00000399797",201
"26062","9606.ENSP00000228251","9606.ENSP00000399797",201
"26063","9606.ENSP00000228928","9606.ENSP00000399797",236
"26064","9606.ENSP00000228928","9606.ENSP00000399797",236
"26065","9606.ENSP00000251642","9606.ENSP00000399797",347
"26066","9606.ENSP00000251642","9606.ENSP00000399797",347
"26067","9606.ENSP00000254508","9606.ENSP00000399797",219
"26068","9606.ENSP00000254508","9606.ENSP00000399797",219
"26069","9606.ENSP00000257904","9606.ENSP00000399797",906
"26070","9606.ENSP00000257904","9606.ENSP00000399797",906
"26071","9606.ENSP00000263384","9606.ENSP00000399797",225
"26072","9606.ENSP00000263384","9606.ENSP00000399797",225
"26073","9606.ENSP00000268058","9606.ENSP00000399797",907
"26074","9606.ENSP00000268058","9606.ENSP00000399797",907
"26075","9606.ENSP00000269305","9606.ENSP00000399797",932
"26076","9606.ENSP00000269305","9606.ENSP00000399797",932
"26077","9606.ENSP00000269349","9606.ENSP00000399797",465
"26078","9606.ENSP00000269349","9606.ENSP00000399797",465
"26079","9606.ENSP00000270066","9606.ENSP00000399797",337
"26080","9606.ENSP00000270066","9606.ENSP00000399797",337
"26081","9606.ENSP00000280665","9606.ENSP00000399797",261
"26082","9606.ENSP00000280665","9606.ENSP00000399797",261
"26083","9606.ENSP00000286835","9606.ENSP00000399797",248
"26084","9606.ENSP00000286835","9606.ENSP00000399797",248
"26085","9606.ENSP00000297071","9606.ENSP00000399797",312
"26086","9606.ENSP00000297071","9606.ENSP00000399797",312
"26087","9606.ENSP00000300146","9606.ENSP00000399797",273
"26088","9606.ENSP00000300146","9606.ENSP00000399797",273
"26089","9606.ENSP00000307863","9606.ENSP00000399797",239
"26090","9606.ENSP00000307863","9606.ENSP00000399797",239
"26091","9606.ENSP00000309749","9606.ENSP00000399797",407
"26092","9606.ENSP00000309749","9606.ENSP00000399797",407
"26093","9606.ENSP00000319169","9606.ENSP00000399797",392
"26094","9606.ENSP00000319169","9606.ENSP00000399797",392
"26095","9606.ENSP00000332706","9606.ENSP00000399797",324
"26096","9606.ENSP00000332706","9606.ENSP00000399797",324
"26097","9606.ENSP00000338648","9606.ENSP00000399797",344
"26098","9606.ENSP00000338648","9606.ENSP00000399797",344
"26099","9606.ENSP00000339001","9606.ENSP00000399797",248
"26100","9606.ENSP00000339001","9606.ENSP00000399797",248
"26101","9606.ENSP00000342513","9606.ENSP00000399797",203
"26102","9606.ENSP00000342513","9606.ENSP00000399797",203
"26103","9606.ENSP00000344208","9606.ENSP00000399797",286
"26104","9606.ENSP00000344208","9606.ENSP00000399797",286
"26105","9606.ENSP00000349428","9606.ENSP00000399797",304
"26106","9606.ENSP00000349428","9606.ENSP00000399797",304
"26107","9606.ENSP00000355011","9606.ENSP00000399797",354
"26108","9606.ENSP00000355011","9606.ENSP00000399797",354
"26109","9606.ENSP00000355340","9606.ENSP00000399797",227
"26110","9606.ENSP00000355340","9606.ENSP00000399797",227
"26111","9606.ENSP00000362082","9606.ENSP00000399797",900
"26112","9606.ENSP00000362082","9606.ENSP00000399797",900
"26113","9606.ENSP00000363574","9606.ENSP00000399797",737
"26114","9606.ENSP00000363574","9606.ENSP00000399797",737
"26115","9606.ENSP00000364519","9606.ENSP00000399797",904
"26116","9606.ENSP00000364519","9606.ENSP00000399797",904
"26117","9606.ENSP00000369424","9606.ENSP00000399797",915
"26118","9606.ENSP00000369424","9606.ENSP00000399797",915
"26119","9606.ENSP00000382707","9606.ENSP00000399797",282
"26120","9606.ENSP00000382707","9606.ENSP00000399797",282
"26121","9606.ENSP00000382800","9606.ENSP00000399797",243
"26122","9606.ENSP00000382800","9606.ENSP00000399797",243
"26123","9606.ENSP00000384198","9606.ENSP00000399797",287
"26124","9606.ENSP00000384198","9606.ENSP00000399797",287
"26125","9606.ENSP00000384625","9606.ENSP00000399797",902
"26126","9606.ENSP00000384625","9606.ENSP00000399797",902
"26127","9606.ENSP00000385057","9606.ENSP00000399797",607
"26128","9606.ENSP00000385057","9606.ENSP00000399797",607
"26129","9606.ENSP00000396467","9606.ENSP00000399797",900
"26130","9606.ENSP00000396467","9606.ENSP00000399797",900
"26131","9606.ENSP00000346464","9606.ENSP00000400099",214
"26132","9606.ENSP00000346464","9606.ENSP00000400099",214
"26133","9606.ENSP00000357389","9606.ENSP00000400099",426
"26134","9606.ENSP00000357389","9606.ENSP00000400099",426
"26135","9606.ENSP00000379282","9606.ENSP00000400099",498
"26136","9606.ENSP00000379282","9606.ENSP00000400099",498
"26137","9606.ENSP00000222284","9606.ENSP00000400482",460
"26138","9606.ENSP00000222284","9606.ENSP00000400482",460
"26139","9606.ENSP00000225665","9606.ENSP00000400482",666
"26140","9606.ENSP00000225665","9606.ENSP00000400482",666
"26141","9606.ENSP00000246105","9606.ENSP00000400482",394
"26142","9606.ENSP00000246105","9606.ENSP00000400482",394
"26143","9606.ENSP00000252102","9606.ENSP00000400482",202
"26144","9606.ENSP00000252102","9606.ENSP00000400482",202
"26145","9606.ENSP00000270221","9606.ENSP00000400482",369
"26146","9606.ENSP00000270221","9606.ENSP00000400482",369
"26147","9606.ENSP00000295958","9606.ENSP00000400482",364
