"","GSM650659.CEL.gz","GSM650676.CEL.gz","GSM650679.CEL.gz","GSM650686.CEL.gz","GSM650691.CEL.gz","GSM650692.CEL.gz","GSM650696.CEL.gz","GSM650709.CEL.gz","GSM650713.CEL.gz","GSM650714.CEL.gz","GSM650715.CEL.gz","GSM650725.CEL.gz","GSM650728.CEL.gz","GSM650729.CEL.gz","GSM650826.CEL.gz","GSM650828.CEL.gz","GSM650835.CEL.gz","GSM650850.CEL.gz","GSM650855.CEL.gz","GSM650856.CEL.gz","GSM650869.CEL.gz"
"DGKA",10.231495,10.10593,9.709941,10.673406,9.652085,10.018813,9.56865,10.025287,10.360849,10.023491,9.86922,9.007942,10.409748,10.098298,10.272451,10.193694,9.847574,10.786656,10.122516,10.086874,10.224201
"RAB5B",8.801739,9.080647,8.589081,9.003663,9.117693,9.346685,9.511044,8.886613,8.765145,8.892154,9.262955,8.757173,9.127519,8.733848,9.04835,8.899641,9.06417,9.081104,9.26229,9.566252,9.037578
"PA2G4",8.998106,8.828218,8.714152,9.163793,8.73266,8.811944,8.398636,9.019122,9.057438,8.730119,8.892228,8.345716,8.876476,9.234209,9.191934,9.240462,9.596784,9.167344,9.513011,9.376311,9.293048
"RPL41",6.819043,6.256193,6.770853,7.236349,7.072709,6.943453,6.338297,6.648594,6.546393,6.307664,6.697765,6.187633,6.781696,7.502854,6.555973,6.210977,6.559089,6.529129,6.510081,7.773827,6.611328
"ESYT1",8.83972,9.235354,9.19506,9.942695,8.492752,9.309242,8.732596,9.188236,9.100421,8.629888,8.804839,8.041105,9.267069,9.105451,9.316505,9.454776,8.73826,9.805803,8.938465,9.180442,9.252249
"MYL6",11.360224,10.752274,11.202668,10.454871,11.716775,11.588906,10.393991,10.944961,11.065176,11.299138,11.624068,10.36801,11.139094,11.839856,10.667979,10.396685,10.630055,10.227891,10.914014,10.869902,10.577252
"NABP2",7.784465,7.687637,7.63611,7.357978,7.513302,7.725929,7.407097,7.535316,7.483525,8.071045,7.728209,8.409636,7.639769,7.617889,7.345114,7.614935,8.45864,7.497871,7.477249,7.400102,7.845192
"SPRYD4",7.456185,7.529379,7.770649,7.668357,7.406637,7.547868,7.47775,7.48477,7.458043,7.883869,7.60827,7.306816,7.539677,7.886639,7.660852,7.707146,7.679371,7.435187,7.647579,7.397716,7.485827
"RBMS2",7.058487,7.015687,7.512612,7.131854,6.728779,7.182626,7.640385,6.90684,6.786456,7.455452,7.374907,7.439607,7.13644,6.953696,7.264213,7.437932,7.127377,7.883274,7.017786,7.749526,7.51165
"LRP1",7.219357,7.507593,7.461448,7.509664,7.397797,7.167693,7.815003,7.450668,7.749752,7.412219,8.101518,7.562196,7.873659,7.038411,7.390531,7.450567,7.494103,7.731614,7.330488,7.228401,8.022209
"SHMT2",8.319041,8.418372,8.018329,8.882796,8.17006,8.654768,7.93993,8.512702,8.542448,8.109859,8.207721,7.567548,8.282493,8.749308,8.49024,8.681708,8.274766,8.63801,7.827866,8.41767,8.224555
"MBD6",8.137544,8.350742,8.394285,8.041091,8.293678,8.293106,8.715733,8.053351,8.124209,8.229145,8.490447,8.553205,8.224025,7.79433,8.108046,8.153926,8.737944,8.519501,8.745741,8.062414,8.230016
"ATP23",6.386865,5.897436,6.182065,6.341539,6.823103,6.553505,6.354448,6.419898,6.458195,6.388492,6.715363,6.566776,6.516489,7.062689,6.704308,6.93499,6.514866,6.503992,6.927113,6.766345,6.651808
"SLC16A7",9.04628,8.856161,8.449849,9.457058,8.722844,9.255504,8.362778,9.035639,9.017403,8.446173,8.524687,7.685884,8.902739,9.214623,9.044771,9.259584,8.611112,9.41503,9.536242,9.53882,8.825584
"USP15",10.406396,10.431185,10.326566,10.451989,10.782588,10.946811,11.056445,10.151132,10.626721,10.223676,10.705173,9.719029,10.359918,10.548109,10.521642,10.435728,10.758024,10.673472,11.435611,11.124224,10.313377
"TBK1",7.851961,7.937189,7.523463,7.769765,8.209388,8.238751,7.970127,7.667554,7.900818,6.835837,8.137806,6.840435,7.873458,8.115793,8.401037,7.943176,8.022045,8.203419,8.948348,8.191444,8.046801
"LLPH",5.432126,5.561893,5.640566,5.020828,5.136943,5.21236,5.584635,5.369877,5.549161,6.019001,5.499185,6.644033,5.136259,6.005389,5.256092,5.743076,5.979562,5.110681,5.32755,4.961877,5.47619
"IRAK3",8.829366,9.153519,8.365456,9.022084,9.204727,8.440953,10.03901,8.553554,8.813008,8.317567,10.043994,8.088608,8.900168,7.919453,9.01028,9.030434,9.062616,9.249177,9.679749,9.238392,9.08206
"HELB",8.501879,8.178956,8.06905,8.862909,8.194742,8.34553,7.97041,8.367624,8.313196,7.891314,7.846199,6.949168,8.119264,8.31728,8.377359,8.399581,8.04512,8.719524,8.288712,8.3393,8.075052
"CAND1",9.376928,9.196298,8.876557,9.793309,8.954886,9.669566,9.099068,9.210096,9.138837,8.541979,8.933582,7.890333,9.098825,9.668537,9.313858,9.443583,9.183034,9.372351,9.61976,9.674009,9.22338
"RAP1B",7.971185,8.13485,7.052101,8.093143,7.626104,7.623947,7.897953,7.557846,7.901704,6.361766,7.431578,6.258551,6.986799,7.769355,7.432827,7.281405,6.489413,8.183762,8.170357,7.76624,7.175313
"NUP107",7.832496,7.879747,7.631981,8.249884,7.584375,8.116588,7.371942,7.991041,7.941621,7.39937,7.506935,6.718078,7.569649,8.482015,8.312308,8.091863,7.861704,8.314262,8.407354,8.495215,7.804622
"YEATS4",7.326447,6.855264,6.566328,7.084016,7.464751,7.42356,6.487802,7.060514,7.087035,6.522282,6.816004,5.801586,7.036893,8.015672,7.611689,7.394694,7.589881,7.372173,8.141978,7.599771,7.35348
"CCT2",8.767183,8.144788,8.369081,8.590088,8.294607,8.928393,7.893485,8.318454,8.536176,8.178658,8.289659,7.615111,8.489858,9.505373,8.627769,8.644521,9.097848,8.435212,8.77322,8.938475,8.456785
"CNOT2",8.959716,8.952854,8.523832,9.109916,8.871327,9.017601,8.729614,8.845523,9.070813,8.588727,8.823376,7.892645,8.957797,9.004042,9.037376,9.0759,8.901046,9.119038,9.147542,9.26211,8.777835
"TBC1D15",9.451017,9.08551,8.661248,9.487294,9.526071,9.481622,9.190111,9.156033,9.203648,8.878326,9.431869,7.921926,8.885929,9.797178,9.524271,9.573637,9.444799,9.66666,9.947224,9.737958,9.363567
"ATXN7L3B",9.269334,9.116235,8.971547,9.589226,9.069099,9.414658,8.972313,9.287973,9.352292,8.953511,9.055121,8.27943,9.164479,9.507139,9.144278,9.314081,8.968728,9.334359,9.462716,9.463443,9.287896
"ZDHHC17",9.149937,8.982395,8.777324,9.230993,8.985727,9.150718,9.092734,8.795205,9.072415,8.463107,8.994019,7.854001,8.965185,9.125133,9.351869,9.351505,9.007404,9.252627,9.540868,9.385924,8.884614
"METTL25",8.399486,8.16073,8.037961,8.238587,8.134025,8.454096,8.172284,7.879361,8.256025,7.844234,8.281848,7.359185,7.985987,8.459907,8.363741,8.197374,8.173729,8.527407,8.94945,8.619989,7.765105
"C12orf29",7.343986,6.928512,6.689653,7.381574,6.996218,7.114491,7.125777,6.76698,7.167868,6.644712,6.870082,6.492909,7.061991,7.577739,7.446566,7.322152,7.331541,7.149474,7.830166,8.08809,7.267831
"TMTC3",7.391386,7.285981,6.884246,7.762478,7.1245,7.784351,7.253224,7.307528,7.355186,6.667442,7.113964,6.130386,6.971732,7.920152,7.682877,7.85982,7.631667,8.099443,8.474335,8.422654,7.503676
"MRPL42",8.028916,7.885434,7.737902,8.744222,8.014376,8.562712,7.802038,8.025554,7.848017,7.299435,7.518227,6.570578,7.844356,8.751699,8.517107,8.621625,8.470156,8.578834,8.892761,9.183825,8.116451
"PLXNC1",10.184321,10.657694,10.451394,10.146565,10.843967,10.606586,11.398668,10.269376,10.460448,10.180768,11.084761,10.327703,10.647558,9.609015,10.611213,10.076873,10.564272,10.895097,10.751895,10.348471,10.641068
"METAP2",7.60945,7.309758,6.997064,7.690948,7.442634,7.748052,6.685296,7.404174,7.502579,7.002376,7.453982,6.691318,7.338863,8.206753,7.609012,7.929158,7.782034,7.762783,7.849284,7.756224,7.896392
"SNRPF",6.184427,6.15514,5.607916,6.2157,6.228556,6.660776,5.487058,6.23386,6.009897,5.719801,6.087163,5.176776,5.813896,6.968486,6.106797,5.949417,5.895296,5.484711,6.140532,5.98968,5.595759
"NEDD1",8.327862,7.970625,7.750137,8.599165,8.126031,8.717671,8.13518,8.22619,8.051868,7.760975,7.971227,7.208751,8.060542,8.582783,8.616799,8.542865,8.144162,8.539527,8.989946,9.115574,8.534021
"TMPO",10.161422,9.928981,9.546996,10.268498,9.674869,10.113855,9.595041,9.949807,10.173498,9.590818,9.713255,8.891512,9.843736,10.216926,9.800473,9.90376,9.923535,10.020792,9.990078,9.825412,10.041525
"APAF1",9.886261,10.086565,9.966304,9.798239,10.158253,10.166862,10.709647,9.766246,9.978503,9.69311,10.421419,9.703601,10.263389,9.32558,10.150991,9.921074,10.083542,10.209013,10.310209,9.73223,10.155941
"ACTR6",6.876069,6.649069,6.217695,7.056412,6.513292,6.968057,6.170552,6.500828,6.459191,6.112006,6.447217,5.261141,6.549864,7.769541,6.895936,6.843552,6.740718,6.765681,7.526676,7.065723,6.547054
"SCYL2",8.721989,8.4875,8.130571,9.045034,8.8884,9.016403,8.992611,8.513328,8.672054,8.324989,8.874188,7.571771,8.814889,8.66942,9.203184,8.948354,8.976768,9.148497,9.645886,9.219987,9.050784
"CHPT1",9.57968,9.286501,9.020777,9.871735,9.864797,9.648661,9.436938,9.289974,9.701764,8.98825,9.47935,8.965944,9.384623,9.561106,9.863534,9.4547,8.975177,9.516782,10.030797,10.135299,9.628487
"HCFC2",7.32694,7.121581,6.625363,7.40537,6.999846,7.595488,6.889769,7.062503,7.183271,6.512612,7.080975,6.208958,7.286764,7.638342,7.244325,7.425355,7.210048,7.617989,7.693292,7.68549,7.433078
"TXNRD1",8.761648,9.197022,8.95869,8.834918,9.12236,9.094927,9.038143,8.892808,8.950265,8.634115,9.332744,8.572889,8.913278,8.479471,9.215027,8.815243,8.85231,9.576452,9.492608,8.809668,9.145765
"RPL18A",12.825468,12.679707,12.633866,12.930713,12.628463,12.933272,12.315624,12.841697,12.846339,12.745154,12.773974,12.142215,12.682527,13.167947,11.978652,12.247858,11.887302,12.263658,11.843567,12.111941,11.246759
"CHST11",9.680198,10.450533,10.136987,9.892985,9.883238,10.265328,10.644226,9.747923,10.026378,9.87119,10.319265,9.349362,10.102607,9.385382,10.040015,9.704183,9.471179,10.006795,9.548813,9.292251,9.736516
"WASHC4",10.006031,9.994593,9.690277,10.256643,10.040924,10.168068,10.470711,9.825145,10.121178,9.466462,10.336412,9.027847,9.897776,10.125266,10.195794,10.082822,9.896673,10.433098,10.795934,10.26264,9.828826
"C12orf75",8.413685,8.215471,7.565076,7.921447,7.723156,8.27919,7.986106,8.009376,7.362744,7.205954,7.676207,7.199354,8.363076,8.427644,7.983037,8.399541,8.107568,8.106382,8.527792,8.265358,8.269611
"PWP1",8.073945,7.95806,7.557514,8.041859,7.936595,8.150004,7.123389,8.023808,8.131613,7.424922,7.825921,6.726812,7.913181,8.460899,8.261964,8.190144,8.006389,8.251849,8.093642,8.272591,8.156491
"USP30",7.209932,7.348868,7.066519,7.241909,7.419494,7.27919,7.349014,7.394779,7.458765,7.307391,7.13734,7.389413,7.428078,7.251715,7.371574,7.3406,7.241043,7.536453,7.433991,7.502492,7.221122
"ALDH2",8.189169,8.589339,8.171527,8.563618,8.163177,8.270178,8.733091,8.258117,8.127945,8.052354,9.087937,7.925155,8.213637,7.691769,8.651173,8.312916,8.508331,8.291328,8.246557,8.045832,8.196476
"PTPN11",8.913044,8.986116,8.743352,9.172975,8.576837,9.00208,8.457425,9.210253,8.999209,8.65168,8.881001,8.425476,8.890131,8.982579,8.918648,9.018799,8.763791,9.146835,9.038244,8.741454,8.923016
"OAS1",9.253452,9.263482,8.593064,9.802349,9.250525,9.522646,9.033412,9.480298,9.180845,8.54403,9.906224,7.974859,9.228229,9.171686,9.240175,8.877816,9.704928,9.038253,8.911305,9.282631,11.522944
"OAS3",7.53807,7.534467,7.344319,8.561383,7.883017,8.384052,7.80799,8.262532,7.970147,7.510196,9.185101,7.24254,8.357373,7.714009,7.583168,7.370192,8.901652,7.219637,7.466701,7.67915,10.946519
"OAS2",8.960355,8.978988,8.809574,9.85532,8.872275,9.248164,9.047861,9.464658,9.061506,8.489647,9.426199,8.055581,9.168983,9.090161,9.006126,9.130705,9.436648,9.376842,8.932518,9.588387,11.294384
"TPCN1",7.526213,7.417957,7.542442,7.911699,7.475389,7.342204,7.283966,7.334042,7.749401,7.285259,7.815432,7.063432,7.793768,7.64046,7.680265,7.672499,7.397609,7.944472,7.494512,7.333162,7.600841
"HSPB8",5.209752,5.233655,5.989724,5.548243,5.955608,5.766132,5.460339,5.923619,5.220586,5.983612,5.581623,6.57183,5.338575,5.31905,5.338575,5.302353,5.795601,5.53015,5.500924,5.089673,5.43654
"COX6A1",10.118861,9.550769,9.68712,9.574975,9.903298,10.515018,9.667463,9.782918,9.809298,10.215061,10.469256,9.448556,10.19452,10.636143,9.40449,9.234908,9.447287,9.500501,9.476494,9.206532,9.678654
"RNF10",11.024179,10.847939,11.269998,11.609649,11.186442,10.515534,10.605349,10.992457,10.402782,9.821402,10.754706,10.648538,10.526909,9.98517,11.456675,10.601462,10.048041,10.961883,11.027486,11.103648,10.879299
"RNF34",8.695458,8.809251,8.521807,9.105554,8.735159,8.976854,8.478834,8.720582,8.684667,8.333703,8.739242,7.637792,8.855473,8.892524,8.930645,8.877834,8.437383,8.981017,8.860239,8.758099,8.831279
"MLXIP",7.988915,8.36818,8.047405,8.45785,7.596994,7.862459,8.063224,8.030994,8.139161,8.186707,8.20375,8.049911,7.891961,7.773237,8.12272,8.095625,8.092455,8.464357,8.10378,8.123731,8.313444
"KNTC1",7.007014,6.993342,6.790151,7.466474,7.087385,7.196886,6.815904,6.838795,7.078968,6.512895,6.861279,6.19809,7.036287,7.24496,7.158013,7.36551,7.299396,7.534506,7.749916,7.721598,7.50406
"DENR",8.082507,8.223619,7.753097,8.182152,8.138381,8.26694,7.731026,7.812592,8.020509,7.641713,7.947127,6.946612,8.190573,8.427864,8.573148,8.605528,8.533008,8.397857,8.344564,8.167776,8.42228
"ARL6IP4",8.483796,8.413632,8.611916,8.131358,8.356902,8.528193,8.044779,8.294674,8.229508,8.249235,8.303754,8.155017,8.218299,8.443793,8.32021,8.076459,7.84897,7.868408,8.146299,8.036193,8.183287
"TMED2",9.597093,9.663845,9.353314,9.718964,9.61263,9.851488,9.361911,9.453863,9.582686,9.007801,9.824723,8.841882,9.485536,9.958227,9.655856,9.753057,9.777629,9.545222,9.572859,9.548022,9.349335
"GTF2H3",7.75208,7.36458,7.030886,7.919705,7.207976,7.807446,7.180707,7.433893,7.540933,6.827788,7.445388,6.215344,7.396666,8.073287,7.759063,7.711361,7.58536,8.034684,7.947838,7.871492,7.620634
"GLT1D1",9.492147,10.033081,9.422022,9.021101,10.139376,9.555199,10.380545,9.397536,9.731876,9.098115,10.429791,9.428871,9.875941,8.448681,9.684893,9.276612,9.936876,10.17674,10.177567,9.008992,9.659658
"RAN",9.104223,8.712136,8.602044,8.400991,8.847352,8.81339,7.754078,8.80565,8.842514,8.687004,8.826172,8.166852,8.783801,9.229167,8.885099,8.880476,9.149272,8.504323,8.819614,8.861449,8.777831
"SNORA49",8.762705,6.831719,6.947824,8.289772,8.400025,7.938037,8.009131,7.80202,7.96584,7.397694,7.726099,6.913308,8.597445,9.687791,7.55324,8.11617,7.330441,8.215157,8.351408,8.604206,7.5365
"ZNF26",7.100346,7.39191,6.887265,7.600461,7.117475,7.380833,6.616275,6.986021,7.353856,6.475623,6.748317,6.058201,6.858316,7.761092,7.449286,7.473877,7.086592,7.368547,7.508983,7.40138,6.919435
"ZNF84",7.829101,7.497796,7.292929,8.112976,7.304479,7.902298,7.008084,7.936698,7.796362,6.926375,7.386633,6.675557,7.377189,8.298558,7.814286,8.243959,7.605256,7.722754,7.667072,7.839713,7.159788
"ZNF10",6.046376,5.440464,5.484398,6.128602,5.342853,5.852206,5.589524,5.530754,6.055767,5.343036,5.48788,5.147021,5.563132,6.066901,5.935818,5.981778,5.199592,6.594525,6.271068,6.404986,5.737481
"FAM138D",3.508309,3.641452,3.222766,3.306134,3.781745,3.382461,3.363772,3.505554,3.521628,4.42937,3.426113,4.990122,3.640933,3.347487,3.494885,3.949822,4.286712,3.589299,3.270826,3.582541,3.370877
"KDM5A",9.720728,9.722156,9.531124,9.854574,9.597258,9.730538,9.822906,9.610421,9.863175,9.420579,9.791841,8.965377,9.996429,9.399789,9.92299,9.806915,9.631785,10.036042,9.870334,9.867053,9.910732
"DCP1B",6.962184,7.300598,6.929336,7.418494,7.059383,7.173122,6.852923,6.951425,7.143417,7.010447,6.76929,6.944522,6.889537,7.275792,7.299632,7.17797,7.376785,7.257596,7.487435,7.553796,7.40958
"CRACR2A",7.080536,7.461373,7.455172,7.562376,7.06094,7.258699,7.032273,7.533024,7.536902,5.351272,7.305331,6.96947,6.70071,7.219639,6.924052,8.061608,7.870132,8.266965,7.194095,7.778962,7.693952
"PARP11",7.443698,7.087143,6.890536,7.701125,7.143124,7.530019,7.024021,7.14921,7.411092,6.584961,7.171216,5.926104,7.371971,7.395495,7.427635,7.495513,7.103399,7.523038,7.700247,7.655222,8.02256
"C12orf4",7.681539,7.001055,6.765354,7.584245,7.278134,7.46782,7.081863,7.111481,7.393714,6.786406,7.364611,6.253767,7.268946,7.896243,7.416117,7.54112,7.730073,7.905559,8.250908,8.171478,7.646697
"TNFRSF1A",9.521923,10.139324,9.723718,9.527167,9.921701,9.95829,10.537158,9.677747,9.691768,9.547209,10.261349,9.669552,9.807721,9.247726,9.818706,9.541653,9.841532,9.851901,9.829379,9.503512,9.663029
"VAMP1",8.739036,8.499677,8.693273,8.649067,8.421921,8.82109,8.717133,8.676778,8.972912,8.789532,8.713101,8.293996,8.898986,8.619829,8.781526,8.789612,9.068113,9.023948,9.063552,8.834321,9.196698
"MRPL51",8.432035,7.788636,6.964455,6.991459,8.473015,7.75028,6.412214,8.224113,8.381901,7.94163,8.453802,7.323305,8.251545,9.051132,8.867304,8.818581,8.815389,7.679238,8.253258,8.091133,8.468596
"CHD4",9.155721,9.46714,9.348975,9.916267,8.988525,9.39439,9.283804,9.410962,9.355435,8.969626,9.290076,8.720868,9.727253,9.038131,9.446241,9.418846,9.022092,9.949767,9.00481,9.188504,9.59082
"MLF2",8.801272,9.373577,9.005373,9.171574,9.007954,9.355094,9.329238,8.977137,8.987794,8.748444,9.439551,8.513164,8.879042,8.655766,9.480759,9.131228,8.970567,9.182558,9.311159,9.363161,9.328379
"PHB2",9.203815,9.191881,8.777591,9.323739,8.984077,9.317532,8.852907,8.992703,9.124338,8.877779,9.065232,8.063647,9.010967,9.657846,9.336436,9.678166,9.839772,9.46079,9.48696,9.596392,9.084087
"SCARNA12",9.063043,8.182694,8.182207,8.468655,8.598154,8.628584,8.597557,8.294262,8.730535,8.494809,8.594074,8.469725,9.028367,9.774779,8.539319,8.759349,9.137527,8.892526,8.956795,8.48836,8.655658
"LPCAT3",8.467927,9.298307,8.706934,9.210732,9.057371,8.940988,9.183214,8.890936,8.798175,8.69562,8.869497,8.027767,8.74863,8.414505,9.149504,8.879983,9.097326,9.609634,9.115901,8.836277,9.277576
"C1RL",7.916287,8.212762,8.25401,7.777044,8.177701,8.229547,8.575606,7.869501,8.289098,7.669155,8.654467,7.32514,8.067339,7.81187,7.912932,7.838778,8.011032,8.197132,8.181579,7.77463,7.847905
"RBP5",7.795552,7.477126,7.781492,7.374691,7.736074,7.494099,7.586255,7.799229,7.762366,8.483119,7.409102,8.96597,7.696859,7.307244,7.361547,7.770148,8.142364,7.334374,7.341687,7.426293,7.655703
"CD163",7.340418,8.693795,7.936855,8.089603,7.86357,7.812676,8.44641,7.465795,7.849161,7.74038,8.549935,7.217179,7.933705,6.850601,7.875882,7.58022,7.459193,8.253846,7.820827,8.118103,7.63624
"SLC2A3",11.353542,11.508584,11.4846,11.710278,11.977123,11.786616,12.256717,11.231309,11.500503,11.235307,11.864826,11.480342,11.365987,10.900914,11.816908,11.358074,11.289757,12.217933,11.827845,11.422612,11.720886
"C3AR1",8.089152,8.645588,8.412724,8.601614,8.715722,9.18999,8.706369,8.954886,8.2142,8.18596,8.84187,7.869834,8.738932,8.118437,8.562061,8.208133,9.037668,8.374507,9.150805,8.536294,10.143646
"POU5F1P3",7.98137,8.218485,8.57103,7.71623,8.161743,8.045667,8.476007,8.145147,8.140176,8.360586,8.12394,8.034554,7.911485,8.002008,8.05209,7.427587,7.732534,7.754628,7.67298,7.886598,8.032481
"FAM90A1",6.963853,6.788634,6.893792,6.606105,6.675508,6.475782,6.493869,6.431493,6.668308,7.600418,6.60474,8.295883,6.758836,6.520181,6.641304,7.068425,7.617777,6.227222,6.197292,6.335521,6.566815
"CLEC4E",8.510608,9.24785,7.946269,7.499507,9.370123,9.317262,9.688224,9.059588,8.377975,8.252017,10.066595,8.027714,8.822914,8.438815,8.742866,8.29287,9.543355,8.249886,9.254052,8.157434,8.283678
"KLRB1",7.600579,7.977116,7.569342,7.416126,8.052833,8.115743,8.521453,7.508136,7.568568,6.756651,7.450823,7.378112,8.247766,8.946517,7.97693,8.681556,8.034675,8.316812,8.770391,9.255057,7.253286
"CLECL1",6.089875,6.034865,5.278443,5.937198,6.112039,6.530915,5.457692,5.947749,6.41875,5.707495,6.037749,5.496044,5.408662,7.133806,6.319491,5.732296,5.882832,6.269289,5.779709,7.084322,5.708704
"CD69",8.26542,7.229435,7.652463,7.933996,7.895754,8.407167,7.681613,7.734628,7.756688,6.886476,7.942809,6.4802,8.233043,9.312256,8.177462,8.108585,7.94057,8.271143,8.566276,9.158948,8.218642
"CLEC2B",8.030639,7.66003,7.625746,7.600516,8.164363,8.591341,8.063933,7.878691,7.853098,7.488957,8.102664,6.823321,7.668502,8.686176,8.131987,8.171503,8.397924,8.50318,9.351367,8.511383,7.921688
"CLEC12A-AS1",6.588972,6.39871,7.165065,6.29926,6.658412,6.236222,6.246672,6.68103,6.545468,7.413547,6.718825,7.592066,6.726748,6.241742,6.162782,6.308817,6.62827,6.432096,6.428927,5.788418,6.250139
"CLEC7A",9.563459,10.024247,9.555486,9.043983,10.231444,9.996605,10.670431,9.371044,9.683838,9.077653,10.342257,8.705127,9.887421,9.45946,9.957793,9.20561,9.826714,9.624017,10.453391,9.835604,9.573931
"KLRC4-KLRK1",9.209373,9.333766,7.927659,7.54032,7.301594,8.538488,7.327309,7.627387,7.731355,7.366069,6.690337,7.359053,7.854786,8.306141,8.383444,8.944186,7.695618,8.691525,9.474185,9.447189,8.947676
"KLRC3",8.237187,8.08083,7.55544,7.46116,6.652666,8.099693,6.65074,7.164474,7.073775,6.057973,6.453358,5.69734,7.299466,7.871813,7.387374,8.128567,7.336932,7.881309,8.785136,8.616882,8.554227
"KLRC1",6.70976,6.746897,6.170368,6.188638,5.930932,6.17885,6.522185,6.376926,6.126388,5.689651,6.131641,6.084459,6.630263,6.816569,6.703111,7.034875,6.449953,7.031404,7.33165,7.943194,6.463359
"KLRA1P",6.167365,5.95827,4.873171,5.804426,5.365193,5.853956,5.300217,5.628158,5.831685,4.924089,5.428292,4.529964,5.648688,5.948802,5.8711,5.590338,5.371483,6.266942,6.843401,6.315976,5.614159
"MAGOHB",7.797215,7.725666,7.228094,8.016045,7.68374,7.762399,7.376095,7.794026,7.829226,7.435113,7.517189,6.82573,7.659246,8.33211,8.074692,7.983254,7.836105,8.242916,8.249935,8.190539,7.594794
"YBX3",11.441069,11.594706,11.821384,12.058814,11.860551,11.109316,10.970838,11.750549,11.083024,10.087816,11.224205,11.08903,10.793588,10.664297,12.075895,11.307683,9.987927,11.195964,11.665353,11.248472,11.174102
"TAS2R13",6.401552,6.410599,6.219772,7.108397,5.596454,5.774506,6.269671,5.827185,7.00489,6.039197,6.083769,5.452217,6.179484,5.806663,6.278319,6.087563,5.546733,6.694314,6.185602,6.78912,6.577587
"TAS2R50",6.473984,6.147555,5.833361,6.904621,5.972028,6.182204,5.741234,5.7876,6.821194,5.753296,6.116562,5.102194,6.169012,6.273977,6.433207,5.614374,6.004001,6.430923,6.907513,6.768874,6.357438
"TAS2R20",7.649866,7.369503,7.103238,7.965849,7.323115,7.006798,6.933996,6.600272,8.022179,7.110771,7.165528,6.01504,7.176451,6.581952,7.426909,7.235635,6.913392,7.609847,7.6373,7.372045,7.571316
"TAS2R19",7.382644,7.257998,6.822334,7.88402,6.790836,7.277901,7.074754,6.856004,7.813507,6.434848,7.293656,5.322613,7.062565,6.744304,7.366586,7.442191,6.969606,7.688011,7.688346,8.015323,7.41045
"TAS2R31",7.763588,7.509751,7.384723,8.43075,7.335807,7.585283,7.356693,7.068901,8.316174,7.201835,7.198419,6.224876,7.366154,7.131452,8.212237,7.565878,7.729394,8.189291,7.742387,8.239349,8.164669
"TAS2R46",5.49669,4.042988,4.089866,5.280112,5.478713,4.989125,4.78538,4.677747,5.989773,4.688013,4.95698,3.93522,5.275913,5.33101,5.106413,4.977873,4.475468,5.882568,6.154029,4.934263,5.489558
"TAS2R43",6.853311,4.177913,5.843149,6.339024,5.116613,6.120234,6.473541,6.24415,6.475705,4.961976,6.33814,4.466743,6.951446,4.968006,4.473141,6.766323,5.493496,5.879474,7.410615,6.139206,6.670307
"MANSC1",7.349302,7.94988,7.820768,7.665968,8.402799,8.235101,9.002675,7.532588,7.431857,7.295513,8.574677,7.369288,7.44446,6.847588,8.165025,7.540081,8.354965,8.570842,8.83368,7.12665,7.999353
"GPRC5D",6.264774,5.96533,6.223688,6.179308,5.987074,6.064792,5.976016,6.18887,6.1008,6.79294,6.427464,7.306033,6.095218,6.149004,6.074187,6.304621,7.958272,6.928261,6.059723,5.88072,6.072128
"PLBD1",9.479337,10.538518,10.153779,10.074419,10.597731,10.147102,10.834912,9.838532,10.038096,9.860914,11.404109,9.55866,10.313269,9.468694,10.04002,10.13478,10.196418,9.991433,10.945334,9.588924,10.43753
"WBP11",8.210069,8.744124,7.957529,8.826976,8.109067,8.565612,8.138157,8.217019,8.119695,7.863768,7.978722,7.767267,8.329417,8.203912,8.550959,8.569302,8.492712,9.010352,8.862521,8.640049,8.682773
"ERP27",7.694338,7.713566,7.07356,8.00166,7.541672,7.651366,8.013597,7.650915,8.091934,7.9034,7.89688,7.273869,7.996073,7.773873,7.761461,7.931278,7.840497,8.262405,8.297366,7.929027,7.316923
"RECQL",8.282475,8.06482,7.807473,8.429849,8.13951,8.692287,7.798743,8.117119,8.306541,7.37761,8.130234,6.914251,8.026987,8.857074,8.708049,8.871358,8.363483,8.553793,8.866242,8.629533,8.155502
"LDHB",11.047441,10.41847,9.949563,10.152282,10.687074,10.600435,9.166772,10.874842,10.827959,11.04998,10.453846,10.097827,10.645941,11.286183,10.696136,10.974914,10.994437,10.178829,10.706554,10.695927,10.553384
"KRAS",8.830187,8.75128,8.527922,9.106821,9.005214,9.246405,9.140672,8.852452,8.897541,8.438287,8.912033,8.175536,8.806682,8.811261,9.079515,9.18305,9.174816,9.548777,9.810186,9.145229,9.172142
"ITPR2",8.937301,8.836442,8.650873,9.214295,8.752349,8.910883,9.097761,8.765412,8.903036,8.357904,8.776181,8.064626,9.198194,8.546754,8.946669,9.219282,8.992234,9.447609,9.348631,9.58175,9.044583
"INTS13",7.537581,7.483814,7.109719,7.781894,7.437836,7.765813,7.187672,7.559821,7.646216,6.942044,7.39949,6.549703,7.309746,7.884401,8.006074,7.965721,7.782456,8.011704,8.113261,7.86366,7.721559
