"","GSM650659.CEL.gz","GSM650676.CEL.gz","GSM650679.CEL.gz","GSM650686.CEL.gz","GSM650691.CEL.gz","GSM650692.CEL.gz","GSM650696.CEL.gz","GSM650709.CEL.gz","GSM650713.CEL.gz","GSM650714.CEL.gz","GSM650715.CEL.gz","GSM650725.CEL.gz","GSM650728.CEL.gz","GSM650729.CEL.gz","GSM650826.CEL.gz","GSM650828.CEL.gz","GSM650835.CEL.gz","GSM650850.CEL.gz","GSM650855.CEL.gz","GSM650856.CEL.gz","GSM650869.CEL.gz"
"UQCC2",7.302925,7.253173,7.070751,7.067059,7.273023,7.209186,6.763391,7.001605,7.17498,6.613924,7.119808,6.316281,7.23177,7.816979,7.27376,7.36548,7.314315,7.384499,7.137449,6.958692,6.924642
"TAF11",7.682175,7.481101,7.217535,7.891025,7.537625,7.49806,7.496221,7.327152,7.693687,7.112311,7.534638,6.730173,7.663996,7.865659,7.744874,7.98506,7.737947,8.035971,8.126506,7.68852,7.802632
"SLC26A8",6.03936,5.988865,5.602102,5.805281,6.959823,6.081341,6.736143,5.83745,5.809012,6.017797,6.777689,6.718862,6.702359,5.55888,6.292651,5.866426,6.773775,6.699097,7.056719,6.107415,6.740103
"ETV7",6.435573,5.796131,6.319698,6.017024,5.928434,6.202843,6.208299,6.082021,6.425258,6.339801,6.16673,6.450727,6.493541,6.224046,6.349854,5.990187,6.108793,5.888701,5.94065,6.223388,7.087311
"MTCH1",8.460716,8.478648,8.056819,8.363988,8.434549,8.323224,8.424052,8.272124,8.434065,8.101099,8.596414,7.85014,8.669598,8.487334,8.25244,8.117814,8.121952,8.181194,8.207996,8.076629,8.397793
"OARD1",8.17051,8.076734,7.646546,8.09474,8.064308,8.040674,7.498004,7.947229,8.003292,7.483391,7.758504,6.846224,7.797791,8.553418,8.265297,8.357685,8.02216,8.297652,8.158184,8.526662,8.175277
"TREML1",7.680496,7.722445,7.757957,8.257475,7.598586,8.121255,8.37793,7.68554,7.364012,7.571563,7.688115,8.349609,7.443842,6.842771,7.895227,7.842236,7.516574,7.570933,7.617988,7.478769,8.088619
"TREML3P",6.395082,5.828258,6.989177,6.178766,6.382437,6.325784,6.608991,6.52554,6.928055,7.28407,6.412509,6.815619,6.566635,6.24326,6.27222,6.080066,6.66204,6.624773,6.763091,6.132354,5.99621
"TREM1",10.02282,10.578897,10.153727,9.211908,10.749508,10.443099,10.784228,10.206889,9.804164,9.531812,11.135319,9.640615,10.385879,9.519208,10.726336,9.918595,10.441577,10.523509,10.504683,10.187488,10.038833
"CCND3",8.932416,9.367569,9.141384,9.329664,8.982471,9.288826,9.467273,9.321039,9.122173,8.9497,9.419379,8.511369,8.9709,9.085363,8.777442,9.170187,8.595579,8.944352,8.784402,8.666831,9.457988
"MRPS10",8.896194,8.899605,8.377005,8.885885,8.851022,8.946333,8.676062,8.884859,9.126302,8.542386,8.557157,8.005199,8.686977,9.07993,9.141545,9.073618,8.743911,9.130847,8.843855,8.992047,8.622786
"MEA1",7.914495,7.686425,7.322638,7.454176,7.876643,7.60499,7.009781,7.853537,7.61645,7.507789,8.020726,7.409828,7.808975,8.135999,7.867123,7.961953,7.816575,7.534751,7.781592,7.755043,8.01894
"DNPH1",7.023863,6.949343,6.907493,6.729396,7.210761,6.764702,6.656144,7.080139,7.0425,6.879705,6.5681,7.022717,6.918184,7.320754,7.08312,6.490862,6.752065,6.734782,6.482705,6.888494,6.984427
"YIPF3",8.58015,9.171115,8.778209,8.832291,9.008282,9.118583,9.352518,8.724448,8.725551,8.63909,9.101398,8.3451,8.853125,8.535021,8.904066,8.830733,8.796453,9.234861,9.154909,9.093623,9.081538
"GTPBP2",7.866244,8.074657,8.069201,8.216563,8.161246,8.139002,8.134218,8.098029,8.083605,7.781889,8.229132,7.779063,8.263218,7.887511,8.190979,8.202665,8.133039,8.140199,8.202149,8.076038,8.881878
"MRPS18A",7.946062,7.822203,7.5549,7.858277,7.492139,7.867835,7.468155,7.808696,7.951098,7.573633,8.021317,7.12629,7.692942,8.074838,7.940256,8.070012,7.742203,7.536349,7.728975,7.909106,7.986766
"SLC35B2",7.167175,7.217252,7.257317,7.165902,7.098724,7.144168,7.288559,7.246184,7.178452,6.803108,7.012788,6.726347,7.071651,7.177563,7.114501,7.279816,6.889762,7.190824,6.986388,7.110062,7.4736
"SUPT3H",6.661132,6.499201,6.262291,6.826858,6.38157,6.68526,6.356399,6.204353,6.825382,6.221678,6.158155,5.992853,6.125312,6.590464,6.36005,6.721491,6.379952,6.802733,7.072635,7.419921,6.40037
"ENPP5",5.677609,5.244862,5.421354,5.590352,4.934236,5.387461,5.29945,5.269191,4.656639,4.991828,4.857376,5.179352,5.470716,5.710119,5.349646,5.984213,5.225009,5.574099,5.449589,5.687227,5.607499
"PLA2G7",6.707422,8.150871,7.64777,7.343868,7.740811,7.524853,7.101183,6.899968,7.486617,6.924952,8.810641,7.748701,7.582992,7.23285,8.38554,7.811869,7.628187,7.126543,8.800488,8.970812,6.862819
"PTCHD4",5.756332,5.57703,5.793761,5.314123,5.746046,5.231815,5.536747,5.609679,5.554933,6.427025,5.180751,6.848237,5.592625,4.99141,5.525047,5.394729,5.849825,5.023582,5.498927,5.039384,5.783967
"CRISP3",5.388728,5.010442,5.05864,5.458824,6.138665,5.494551,5.879106,5.056653,4.830672,5.219567,6.929583,5.92446,5.612327,4.987768,5.217829,5.29382,5.879591,5.521003,7.554784,5.903215,8.346936
"TRAM2",7.738139,7.579005,7.670116,7.936446,7.483086,7.871475,7.748423,7.737463,7.946819,8.00176,7.50248,7.766793,7.788001,7.544497,7.568645,7.803523,8.404019,7.825633,7.767348,7.724458,7.867124
"CILK1",7.71127,7.562736,7.395136,7.818699,7.433068,7.77386,7.562977,7.350832,7.639711,7.165775,7.369,6.659171,7.659414,7.778602,7.68662,7.883488,7.474616,7.975229,7.669294,7.879817,7.856088
"GCLC",8.104896,8.319931,7.726488,8.644485,7.99969,8.314466,8.059869,7.853208,8.117778,7.616315,8.036628,7.617624,7.968456,8.054743,8.07817,8.265509,7.892487,8.198086,8.339127,8.838907,8.490725
"EYS",5.159351,5.659859,5.235042,5.131216,5.561532,5.733119,5.757768,4.984212,5.156967,4.797058,5.465522,4.722808,4.655438,4.817093,5.119584,5.29521,5.029873,5.208373,5.534279,5.402999,5.042456
"LMBRD1",9.775104,9.804699,9.476825,9.605323,9.719069,9.999802,10.005156,9.535095,9.717245,9.275796,9.847732,8.700181,9.477764,10.04049,10.030338,9.837994,9.915814,9.648263,10.629115,10.172489,9.280833
"MIR30C2",5.798735,5.363786,5.58654,5.143967,5.409267,5.273125,5.656067,5.363042,5.366624,5.903849,5.544733,6.340956,5.928658,4.831072,5.80657,5.690042,5.007046,5.432034,6.005566,5.277935,5.649576
"CGAS",7.90083,7.655159,7.244265,7.710415,7.667043,7.712339,7.830592,7.469209,7.835411,6.988868,8.449472,6.782412,8.033405,7.693168,8.093886,7.962941,7.82735,7.442991,8.138156,7.305832,8.204291
"EEF1A1",8.407483,8.00378,8.220944,8.386817,8.120586,8.194268,7.961342,8.204501,8.117953,7.852539,7.84508,7.158125,8.076463,8.656035,7.371299,7.927348,7.585908,7.95396,8.214114,8.0999,7.806051
"COX7A2",8.927514,8.055806,7.878923,8.435463,8.817658,9.017231,8.215535,8.484186,8.344585,8.496535,8.772086,7.200188,8.67054,9.877812,7.949534,7.984092,8.273308,7.796347,8.182249,7.98276,7.870553
"TMEM30A",9.136686,9.395763,8.805866,9.36241,9.115201,9.410253,9.491504,9.118665,9.296139,8.363695,9.547789,7.866347,9.18638,9.41027,9.548995,9.309128,9.169217,9.485212,9.771019,9.362246,9.220947
"PHIP",9.503953,9.446896,9.266655,9.774045,9.461737,9.74439,9.561629,9.394702,9.620999,9.008038,9.426611,8.515932,9.400297,9.234408,9.47515,9.672332,9.391619,9.860302,10.045334,9.958536,9.560962
"HMGN3",7.708214,7.259284,7.159238,7.225284,6.879127,7.623367,7.056263,7.487105,7.340769,7.068926,7.383651,6.799605,7.595818,7.729364,7.203439,7.569213,7.280053,7.764286,7.537272,7.961867,6.929788
"LCAL1",4.438803,5.00508,5.790216,4.676101,5.257332,4.829441,5.440892,5.276135,4.902291,5.733419,5.345445,5.292548,5.110674,4.59306,4.566695,4.590359,4.74089,5.109162,5.59028,4.989185,5.04616
"IBTK",8.222003,8.065524,7.788368,8.597445,7.853887,8.105209,7.869641,7.989315,7.970732,7.367041,7.808591,6.945854,8.105199,8.238838,8.260601,8.423142,8.341726,8.709883,8.729808,8.941859,8.363223
"PGM3",7.175355,7.013764,6.514135,7.422309,6.730014,7.02049,6.72367,6.903316,7.120784,6.133266,6.922224,5.780698,6.950015,7.296203,7.515699,7.341633,7.276567,7.576503,7.392267,7.347468,6.768066
"CEP162",5.668191,5.621878,5.123911,5.712245,5.504365,6.020967,5.431972,5.683214,5.450212,5.023184,5.872304,4.799476,5.073199,6.11277,6.461056,6.214361,5.879311,5.919915,6.549605,6.702218,6.23728
"SNX14",8.452517,8.296513,7.802499,8.613752,8.378016,8.492697,8.297187,8.034206,8.378577,7.623296,8.129835,6.995738,8.176444,8.701364,8.454004,8.631778,8.625133,8.744618,9.139423,8.65285,8.452904
"SNORD50A",10.622013,9.3632,8.620631,10.094947,10.125667,9.840352,9.692984,10.272005,10.528424,10.047088,10.172581,8.991481,10.400259,11.439701,9.830339,10.340858,10.18672,9.878233,10.323517,10.45699,9.614891
"SNORD50B",7.885445,7.597998,6.914259,8.170102,7.242839,7.71241,7.151525,7.648272,7.761093,6.770413,7.117103,6.007342,7.29057,8.566403,7.97979,8.339113,7.876851,8.253959,8.64379,8.52371,7.510338
"RARS2",8.251689,8.188237,7.856226,8.552638,8.337885,8.447199,8.258613,8.050042,8.393025,7.707743,8.174008,6.987669,8.138428,8.408144,8.298887,8.438192,8.130762,8.705983,8.695585,8.423937,8.178694
"RNGTT",8.229714,8.502949,8.154753,8.966992,8.202765,8.417802,8.171494,8.228617,8.407662,7.788129,8.248763,7.17243,8.140443,8.067417,8.664823,8.77455,8.50628,8.793329,8.893559,8.745915,8.640157
"UBE2J1",9.128528,9.04286,8.59725,8.916059,9.392055,9.542539,9.276211,9.02486,9.25113,8.789786,8.794976,8.309641,9.416149,9.232269,8.950313,9.51731,10.23037,9.681766,9.664999,8.776013,9.548615
"RRAGD",7.218808,7.656926,7.476803,7.191371,7.942002,7.779914,8.371133,7.105552,7.463766,7.277268,8.215915,7.217114,7.555425,7.183035,7.489319,7.231032,7.722227,7.930472,8.384709,7.37297,8.040284
"MDN1",7.923,7.914438,7.787685,8.508933,7.761155,7.776941,7.902213,8.050229,8.200441,7.652246,7.74329,7.339954,8.354667,7.79969,8.153852,8.035665,7.746957,8.495911,7.972347,8.113332,8.123458
"BACH2",8.825831,8.37909,8.121405,9.35258,8.27414,8.58031,8.174189,8.809611,9.075285,8.623596,8.433822,8.071536,8.719267,8.993861,8.657076,8.883462,8.433576,9.306801,8.738519,8.418443,8.397438
"NDUFAF4",6.971363,6.436202,6.567683,6.990825,7.018807,7.155584,6.032923,7.10552,7.052652,6.405569,6.583147,5.893219,6.910814,7.819821,7.595534,7.332382,7.067198,7.05575,7.604841,7.336081,7.184989
"MMS22L",6.66973,6.705685,6.138763,6.986706,6.498195,6.93405,6.468017,6.439022,6.953246,6.020638,6.177185,5.36608,6.252304,6.71915,6.801131,6.62161,6.668422,7.11066,7.408677,7.303395,6.62411
"FBXL4",8.298465,8.224887,8.112887,8.944442,8.20851,8.460167,8.569352,8.179381,8.441217,7.671129,8.094516,7.274786,8.170534,8.281943,8.523435,8.357838,7.995619,8.64668,8.889673,8.971053,8.224537
"PNISR",10.348258,10.254304,10.02531,10.343685,10.223158,10.406761,9.782779,10.139095,10.465324,10.026891,10.005781,9.378253,10.15211,10.307044,10.477203,10.5006,10.191566,10.650908,10.742734,10.787972,10.094343
"CCNC",8.285404,7.921024,7.752803,8.499928,7.993627,8.551147,7.800336,7.707564,8.088924,7.403241,7.787042,6.677189,7.776523,8.96251,8.117196,8.268636,8.393307,8.407526,8.761618,8.568935,7.877772
"ASCC3",8.635874,8.454313,8.042501,8.794455,8.249649,8.56659,8.127848,8.430506,8.65299,7.890379,8.248878,7.307591,8.366854,8.531223,8.59408,8.647052,8.388999,8.990046,8.873895,9.063994,8.684882
"ATG5",8.251912,7.977271,7.7174,8.345139,8.079179,8.432853,8.007281,8.043896,8.294107,7.830482,8.190788,6.962163,7.952421,8.629245,8.303041,8.316617,8.270731,8.409676,8.855706,8.463552,8.224106
"RTN4IP1",6.989626,7.139442,6.679772,7.500219,6.81917,6.881035,6.69064,6.817426,7.269606,6.644103,6.84903,6.357002,7.028309,7.437604,7.643074,7.469377,7.372148,7.358747,7.10979,7.453383,7.259193
"OSTM1",7.634578,7.658969,7.123694,7.622563,8.105682,7.881023,8.140353,7.600504,7.860526,7.125383,8.08468,6.914708,7.673988,7.925589,7.598271,7.752044,7.869594,7.854384,8.509102,7.987464,7.868759
"SESN1",8.350684,8.621098,8.106429,8.498219,8.349839,8.224809,8.412158,8.254948,8.213752,7.647503,8.401662,7.611251,8.272558,8.679097,8.370917,8.132983,8.368916,8.591055,8.846971,8.68784,8.305506
"HDAC2",8.426907,8.147728,7.737609,8.337107,8.133686,8.581432,7.849848,8.074478,8.196502,7.863646,8.288643,7.448815,8.192576,8.61514,8.760684,8.715381,8.586526,8.850441,9.026868,8.592087,8.533855
"TSPYL1",7.337992,6.802593,6.250616,7.142569,7.095372,7.30273,6.918704,6.837059,7.403949,6.844524,6.7116,6.106122,6.988356,7.592044,7.067839,7.334878,7.16296,6.926028,7.613143,6.735878,7.228204
"ZUP1",5.934265,6.191839,5.504879,6.359377,6.060632,6.413919,5.822198,5.771352,5.90301,5.727736,5.914546,5.366828,5.793746,6.645689,6.073336,6.209518,5.900681,6.438671,6.09296,6.562706,5.86004
"GOPC",8.589105,8.399805,8.186469,8.809259,8.22003,8.56125,8.050011,8.409558,8.767725,7.900533,8.442516,7.248072,8.406256,8.833955,8.627916,8.785657,8.352714,8.61868,8.825639,8.905066,8.669453
"CEP85L",8.551847,8.243378,7.867171,8.565518,8.232149,8.515012,8.307594,8.029807,8.744959,7.913616,8.068749,7.086115,8.352121,8.703628,8.342336,8.604629,8.315104,8.508935,8.766059,8.765507,8.06373
"MAN1A1",8.643079,8.808207,8.811774,8.90191,8.809008,9.029202,9.431396,8.982171,8.384514,8.146166,8.93716,8.280535,9.045755,8.302655,8.848118,8.897803,9.61233,9.617448,9.084475,8.848087,8.792757
"TBC1D32",7.062312,6.781561,6.447959,7.229648,6.812615,7.026586,6.318833,6.922955,7.033326,6.272613,6.668688,5.85941,6.712863,7.096444,7.131369,7.30999,6.983385,7.477606,7.654505,7.875826,6.754902
"SERINC1",10.580606,10.412973,10.403862,10.634229,10.60759,10.732868,10.873987,10.423775,10.401357,9.903228,10.794578,9.57258,10.528985,10.836421,10.920424,10.619667,10.581692,10.772249,11.05078,10.805106,10.714741
"HDDC2",8.59832,8.079209,7.655061,8.19987,8.368102,7.836353,7.343124,8.286248,8.133581,7.801382,8.223646,7.401474,8.122203,8.957806,8.532146,8.781158,8.443528,8.543661,8.273927,8.709545,8.423467
"ECHDC1",8.597965,8.396277,7.856656,8.717946,8.775875,8.902167,8.147158,8.511537,8.645262,8.072218,8.853972,7.415719,8.578104,9.466423,8.840344,9.082605,9.188086,9.108363,9.76866,9.210569,8.686432
"THEMIS",9.649311,9.30233,8.724436,9.770322,8.856275,9.577013,8.827639,9.49468,9.653506,9.140702,8.909541,7.711855,9.133227,9.544206,9.334478,9.352099,8.888959,9.586682,9.649794,9.855101,9.223374
"SAMD3",9.110428,8.824589,8.335869,8.250958,7.961165,8.760147,7.890346,8.649527,8.489324,7.855143,8.019093,7.768138,9.063451,8.889041,8.497219,9.434112,8.601285,9.045075,8.777018,9.24816,8.737853
"STX7",9.897584,9.739621,9.242078,9.91566,9.959953,9.918031,10.033762,9.780225,10.084555,9.293534,10.16751,9.11258,9.89634,10.096915,10.047376,10.110492,9.789934,9.967251,10.349416,9.869222,9.483385
"TAAR3P",4.715872,4.731421,5.121709,4.651842,4.796489,4.746108,5.061588,4.902472,4.730221,5.690228,4.63118,6.296278,5.106538,4.405865,4.385955,4.636767,4.924387,4.898947,4.83516,4.275931,4.856368
"VNN1",8.741435,7.273164,7.364577,7.819056,7.965209,8.082709,9.043323,7.712215,7.315848,6.918889,8.644628,7.65456,8.258075,7.225138,7.333525,7.585685,7.021027,8.399849,9.200256,8.018956,7.608792
"VNN3",8.379716,9.599437,9.177209,7.166961,9.813387,9.501288,9.865755,8.536434,9.288241,8.462194,10.303413,8.139227,9.532394,8.627722,9.719088,8.854114,9.563022,9.796087,10.232275,9.428981,9.045726
"VNN2",11.560272,11.699962,11.620432,11.242901,12.447201,12.353065,12.268612,11.400547,11.972071,11.756798,12.444887,11.10054,11.73936,11.41083,12.002096,11.831664,12.157018,12.123933,12.173465,11.308851,11.527943
"SLC18B1",7.792029,7.745665,6.123971,8.172657,7.075625,7.69007,7.930936,7.538898,7.976108,7.512329,7.582607,6.914926,7.737438,7.896414,7.673932,7.953943,7.469678,8.294202,8.347409,8.587723,8.228141
"SGK1",7.20847,7.846817,7.625516,7.051946,7.625081,7.753789,8.408482,7.121589,7.417039,7.393143,7.67132,6.902148,7.54489,7.158849,7.744183,7.167372,7.19632,7.800156,7.820515,7.190487,6.931283
"HBS1L",8.937142,8.513353,8.136779,8.801983,8.381547,8.919157,8.006732,8.526538,8.555815,8.000748,8.352665,7.36573,8.342296,9.062688,8.837483,9.088172,8.870447,8.863793,9.287029,9.209513,8.773784
"AHI1",6.467191,6.6497,5.807486,6.596123,6.157009,6.412551,6.379053,6.630677,6.410759,5.85808,5.966706,5.862712,5.679261,6.346384,6.660239,6.729737,6.81368,7.047619,6.724422,6.955087,6.174068
"BCLAF1",10.047849,9.886863,9.603558,10.16402,9.830686,10.038287,9.493763,9.966393,9.966467,9.559168,9.716553,8.996058,9.723453,10.063153,10.101436,10.197894,9.867435,10.341625,10.424061,10.426177,9.810205
"IFNGR1",9.866185,10.171244,9.906077,9.896042,10.363583,10.599851,10.649019,9.663446,9.97334,9.837059,10.470887,9.390546,9.825334,9.999526,10.166667,9.955976,10.321035,10.12597,11.097814,10.255453,10.116931
"REPS1",8.201915,8.385376,7.919949,8.843934,7.948466,8.242012,8.362596,8.369485,8.612151,8.043804,8.066629,7.320079,8.170849,8.39801,8.212487,8.456618,8.361845,8.684556,8.577597,8.627753,8.489052
"CITED2",8.389214,8.65903,8.37857,8.708685,8.435794,8.726151,8.591802,8.544161,8.272805,8.437754,8.545356,7.966453,8.366542,8.308014,8.154005,8.173966,8.624937,8.63335,8.418944,8.51154,8.662268
"ADAT2",8.448637,7.88752,7.867279,8.435387,7.75609,7.795082,7.698526,8.039077,8.248145,7.984431,7.816704,7.63937,8.511779,8.339978,8.499933,8.569176,8.398771,8.576273,8.505478,8.970983,8.046562
"SF3B5",8.530387,8.518918,8.210829,8.346508,8.729085,8.776482,8.053342,8.493138,8.272512,8.384056,8.847991,7.781052,8.291933,9.169781,7.830009,7.699733,7.762475,8.085263,7.887418,7.913258,8.083275
"SHPRH",8.585758,8.151571,7.869498,8.60617,7.941965,8.367962,7.942408,8.28492,8.428295,7.826302,7.888104,7.243957,8.348574,8.136639,8.309406,8.616819,8.253074,8.763239,8.747423,8.940682,8.333689
"PPIL4",8.067875,7.760316,7.578616,8.076258,8.003395,8.10468,7.251053,7.788461,8.006816,7.224236,7.712827,6.494507,7.592492,8.419848,7.920338,7.974728,7.506949,7.879707,8.252178,8.092821,7.755374
"SYNE1",8.338427,8.443392,8.52271,8.679991,8.103479,8.538211,8.450232,8.379616,8.117046,8.044018,7.947364,7.863296,9.05601,8.15777,8.363304,8.7231,7.962202,8.797615,8.51347,8.681591,8.40224
"FBXO5",6.963668,6.505902,6.117806,7.065528,6.484632,6.976592,6.215176,6.561569,6.741277,6.37204,6.817126,6.050992,6.673271,7.51371,6.808423,6.847689,7.00146,7.481692,7.321558,6.79913,6.734914
"TFB1M",7.518117,7.511649,6.853376,7.688408,7.271128,7.374832,6.783669,7.36814,7.620346,6.922551,7.265757,6.012649,7.257775,7.432891,7.856055,7.608005,7.284843,7.684678,7.764911,7.871184,7.505069
"TMEM242",8.293707,8.138595,8.893746,8.24183,8.444931,8.352322,8.200274,8.083688,8.105428,9.055357,8.225511,8.676557,8.081788,8.21503,7.673809,7.437932,8.257068,8.023708,8.203307,8.012046,8.298352
"DYNLT1",8.447432,8.265768,7.785239,7.990851,9.05794,8.799921,8.445593,8.142349,8.413671,8.115716,9.3931,7.086591,8.638607,8.833087,8.222014,7.90329,8.185437,8.300531,8.669126,8.157693,8.581195
"EZR",9.416708,9.596116,9.467033,10.020809,9.18159,9.748599,8.881913,9.811468,9.50997,9.057937,9.08216,8.564496,9.526974,9.411622,9.658134,9.501968,9.23232,9.832352,9.240239,9.448031,9.578954
"SOD2",11.236847,11.471089,11.18528,10.775973,11.548951,11.26141,11.82795,11.425339,11.296694,11.114441,11.732613,10.969488,11.608098,10.462714,11.251721,10.781119,11.141929,11.254176,11.351798,10.66713,10.529501
"TCP1",10.272694,10.432801,10.076289,10.755511,10.164162,10.579394,10.014917,10.253543,10.305804,10.162878,10.070658,9.288261,10.198231,10.379631,10.843342,10.888098,10.672652,10.678527,10.524465,10.596654,10.607885
"SNORA20",8.412473,6.330839,6.434952,7.425508,7.237981,7.077951,7.493309,6.743537,7.292374,5.798633,6.967227,6.655417,9.012748,8.917751,6.857735,8.303225,7.056966,8.793718,8.109657,8.666917,6.990484
"SNORA29",6.738797,7.129563,6.615972,7.162441,6.603931,6.473325,6.615486,6.895677,7.247657,6.466147,6.700279,5.935127,6.816261,6.639614,7.492587,7.15804,7.141202,7.791252,7.771499,7.246274,6.776433
"LPAL2",6.481367,6.26279,6.252708,6.148511,6.569551,6.102014,6.304409,6.601495,6.294131,6.666826,6.056882,6.337393,7.186034,6.134595,6.682385,7.20143,6.733359,6.481123,6.284864,7.441326,6.982583
"SFT2D1",8.255641,8.20876,7.940638,8.489517,8.434214,8.76304,8.299701,8.090342,8.24935,8.037621,8.478769,7.47843,8.235686,8.620505,8.609009,8.123162,8.558215,8.621651,9.089925,8.383102,8.598645
"PSMB1",8.968342,8.770537,8.607444,8.704757,9.111683,9.212973,8.47837,8.649906,8.698349,8.358229,9.19439,7.684274,9.010516,9.525405,8.670907,8.503853,8.818588,8.61288,9.098218,8.849873,8.578327
"GPR146",7.437962,7.458271,8.323992,8.348735,8.043838,7.133789,7.587673,7.369875,7.474536,6.921757,7.310703,7.26991,7.039574,6.903715,8.159833,7.173497,6.907828,7.869893,7.565269,7.7901,8.101184
"LFNG",7.874938,8.100368,8.223227,8.266841,7.717143,7.920342,7.62984,8.060542,8.259772,7.6183,7.961341,6.921863,8.005914,8.068312,7.621221,7.788249,7.302568,7.761433,7.530352,7.494577,7.766309
"SNORD13P2",8.155988,8.434193,7.534345,8.633732,7.773282,7.811209,7.443721,8.352083,8.336257,7.69829,7.69629,7.279526,8.503951,7.44798,8.155504,8.239331,7.984976,8.360992,7.529481,7.320426,8.081058
"LOC100419773",5.536028,5.275587,5.328183,5.382059,5.408314,6.214308,5.02885,5.447421,5.188315,5.622326,5.492493,5.895347,5.10972,5.426215,6.581225,6.126759,5.743022,5.58502,5.594674,5.481931,5.178439
"C1GALT1",7.750734,7.266228,7.296576,8.299364,7.964926,8.058759,7.47015,7.918379,8.019664,7.19571,7.685563,6.085579,7.809931,8.358915,8.00117,8.141556,8.189727,8.139574,9.251511,8.463386,8.535066
"MIOS",8.137812,7.970159,7.701173,8.514406,7.64304,8.501201,7.695392,7.885862,8.046793,7.436088,7.980669,7.023187,7.714571,8.395711,8.226535,8.387019,8.077247,8.373237,8.661355,8.749051,8.097092
"PHF14",8.525618,8.197713,7.945853,8.636663,8.114628,8.274581,7.335268,8.319872,8.479095,7.767951,8.029183,7.209989,8.110325,8.453391,8.510854,8.559956,8.185483,8.475807,8.407168,8.846327,8.270474
"TMEM106B",9.112726,8.37101,7.909879,9.05504,8.608285,8.943403,8.29776,8.391904,8.907928,8.446961,8.367248,7.319357,8.489533,9.477256,9.086874,9.380857,9.053134,9.218459,9.612667,9.225527,8.805448
"BZW2",7.835199,7.669868,7.396654,8.204026,7.406854,7.958579,7.526267,7.703156,7.801388,7.31106,7.563355,6.776255,7.67306,8.261356,7.577472,7.957181,7.814131,7.871571,7.610784,7.593188,7.46599
"TSPAN13",7.560904,7.368356,7.379625,7.977289,7.459988,7.929064,6.712449,7.694385,7.812438,6.838808,8.120906,7.196147,7.473087,8.649455,8.08612,8.214353,7.828675,8.354205,7.928732,7.284968,7.125474
"RPL23P8",5.86785,5.181397,5.500002,5.509421,5.628913,6.465843,5.539888,5.911304,5.69625,6.054731,6.328723,6.468267,6.289946,7.185914,5.864664,6.022147,6.430121,5.715675,6.802647,6.439356,5.813702
"KLHL7",7.006876,7.236032,6.713228,7.440092,7.032239,7.398321,6.804098,6.928212,7.171331,6.741408,6.837165,6.121207,6.915799,7.312852,7.505878,7.512241,7.035982,7.431661,7.717977,7.598542,7.273186
"CCDC126",7.95704,7.908623,7.862658,7.966555,8.049786,8.223904,8.054719,7.755415,7.639542,7.295907,7.86843,7.320765,7.841204,8.476927,8.313547,8.233778,7.908295,8.312694,8.624178,8.113408,7.610322
"MPP6",6.66799,6.13934,6.214559,6.830031,6.401436,6.5494,6.025751,6.497512,6.332787,6.277922,6.101427,5.86016,6.212829,7.392429,6.800675,6.876035,6.454973,6.995201,6.867683,7.2098,6.194693
"CBX3",8.925436,8.628796,8.768741,8.708946,8.842876,8.956187,8.55424,8.777637,8.755069,8.531955,8.549337,8.082738,8.736554,9.12713,8.997843,8.679465,8.968764,9.006902,8.804685,8.631954,8.72574
"TAX1BP1",9.498457,9.134098,9.08455,9.370564,9.56528,9.701345,9.3448,9.176994,9.264312,8.910849,9.726577,8.034992,9.062586,10.011553,9.641873,9.505956,9.389121,9.336503,10.105101,9.755385,9.258695
"CREB5",8.501717,8.59445,8.288817,7.973334,9.122715,8.805526,9.25191,8.204373,8.21667,7.860761,9.384282,8.473427,8.856817,7.541794,7.994753,8.080816,8.7786,8.754409,9.099861,7.889883,8.194872
"GARS1",8.322373,8.615424,7.951381,8.951184,8.247225,8.728711,8.214419,8.364069,8.460125,8.263151,8.269204,7.394884,8.218096,8.435587,8.686579,8.718721,8.964929,8.938163,8.942508,8.888399,8.934899
"SEPTIN7",9.33031,8.984799,8.691829,8.864452,9.087954,9.077826,8.522069,9.193977,9.177857,8.725484,9.044072,8.317171,9.138686,9.539611,9.184283,9.611269,9.2171,9.169544,9.681198,9.378883,9.035329
"GPR141",8.227993,8.836711,8.451556,8.511673,8.964987,8.908355,10.417475,8.49163,8.784878,7.937794,9.721671,8.021367,8.933078,7.444089,8.419014,8.579419,8.548153,8.875217,9.441627,9.608807,9.004387
"NME8",5.579149,5.569828,5.328504,5.348782,6.074654,6.164569,7.076404,5.620003,5.251601,5.391586,6.176532,5.789643,6.044894,5.444347,5.569348,6.3258,5.522756,5.700887,7.092952,7.017986,5.7824
"YAE1",7.199036,6.490197,6.46965,7.222933,7.103188,7.100163,6.384401,6.740431,6.941949,6.58132,6.739316,6.396044,6.60292,7.868203,7.270697,7.23745,7.28485,7.263942,7.98711,7.79779,7.156539
"STK17A",10.057221,9.701392,9.501846,10.141592,9.558581,9.901274,9.822864,9.903636,9.917529,9.750226,9.672156,8.889064,9.846316,10.22572,9.963513,10.133074,9.717773,10.184398,10.247565,9.927689,9.635747
