"","GSM650876.CEL.gz","GSM650877.CEL.gz","GSM650878.CEL.gz","GSM650879.CEL.gz","GSM650880.CEL.gz","GSM650883.CEL.gz","GSM650885.CEL.gz","GSM650923.CEL.gz","GSM650924.CEL.gz","GSM650930.CEL.gz","GSM650931.CEL.gz","GSM650944.CEL.gz","GSM650946.CEL.gz","GSM650950.CEL.gz","GSM650951.CEL.gz","GSM650954.CEL.gz","GSM650959.CEL.gz","GSM650968.CEL.gz","GSM650969.CEL.gz","GSM650970.CEL.gz","GSM650975.CEL.gz"
"GOT2",7.905798,8.395245,8.399298,8.239451,8.279153,8.105036,8.312822,8.185569,8.426733,8.679438,8.464634,8.809581,8.740508,8.959258,8.998865,8.616687,9.070511,8.836316,8.93156,8.489457,8.702822
"NAE1",7.436767,7.235262,7.425838,7.021926,7.189538,8.269737,7.239071,6.519654,7.041948,6.890098,6.296521,6.484897,7.402263,7.854884,7.031232,7.271164,7.04699,6.80552,7.194552,7.200092,7.273502
"TPPP3",7.427184,7.556058,7.417871,7.516726,7.327951,7.144682,7.269123,7.567341,7.22571,7.88121,7.90753,8.411647,8.628739,7.764005,8.178413,8.432558,7.949136,8.195055,8.415085,8.388422,7.548151
"ATP6V0D1",9.103405,9.80317,9.632095,8.586795,9.64228,9.264256,9.110674,9.485414,9.738371,10.525863,11.300413,11.155337,10.830818,10.40909,11.093646,10.982854,10.864666,10.836635,10.953417,10.789734,10.99796
"RANBP10",8.301971,8.958845,9.014114,8.502177,9.468087,8.499178,9.050738,8.270979,8.677985,9.464958,9.750855,9.283777,9.876131,9.016545,9.639069,9.54602,9.542573,9.575936,9.415353,9.047042,9.688352
"PSMB10",8.449156,8.408895,7.952828,7.78065,7.915499,8.034393,8.278925,8.087756,8.191825,8.621677,9.036915,9.197844,9.03967,8.763619,9.075443,8.794802,8.937935,8.416852,8.627347,8.797708,8.791638
"SMPD3",7.207201,6.705979,7.614944,6.841387,7.257889,6.945902,6.818869,7.216452,6.939193,6.948835,7.821025,8.461589,7.908463,7.128615,7.459778,7.88251,7.580352,7.781443,7.716561,7.549225,7.957306
"NOB1",6.467682,7.268542,7.235721,6.606503,6.907167,7.011457,7.268027,6.982548,6.835144,7.718351,7.135845,7.72836,8.104578,7.887062,7.824305,8.11548,7.844515,7.503126,8.069183,7.969988,7.979501
"PDXDC2P-NPIPB14P",8.293595,8.495826,8.588,8.314292,8.242015,8.637469,8.485697,7.73504,8.564139,8.942302,8.286925,8.895623,8.324234,8.381322,8.632428,8.963769,8.514904,8.416716,8.751017,8.838174,9.300844
"ST3GAL2",8.248367,8.656332,8.370086,8.256112,8.594677,8.110014,8.227204,8.773374,8.55238,9.05193,9.40465,9.680768,9.400647,9.102952,9.258916,9.483208,9.262109,9.164419,9.244483,9.315235,9.325278
"PHLPP2",6.224192,6.794234,6.201228,6.429856,6.633029,6.749528,6.492339,6.079101,6.316817,7.176124,7.191507,6.866817,7.177267,6.958916,7.140854,6.948902,6.856142,6.813984,6.925174,7.179235,7.241999
"TMEM170A",8.762793,8.728388,8.928186,8.865444,8.931179,8.727834,9.204405,8.612118,8.849302,9.811401,9.536369,9.560526,9.867061,9.789423,9.615792,9.623491,9.559032,9.697609,9.64145,9.84304,9.6777
"CMC2",7.942191,8.067377,7.630414,7.412483,7.662758,8.127243,7.796592,7.434665,7.580016,8.513327,7.902405,7.857261,8.789835,9.135138,8.210525,8.455615,8.031898,7.960825,8.241589,8.229036,8.132049
"MPHOSPH6",6.147738,7.037876,7.003221,6.893487,7.35732,7.582093,7.078541,6.592557,7.027365,6.312594,5.506602,5.594196,6.715256,6.246267,6.016937,6.564251,5.687905,5.451474,5.866609,6.396715,6.70317
"LINC00917",5.088788,5.181333,4.387789,4.675292,5.424702,4.588058,5.616505,5.37906,4.724659,5.295989,5.331381,5.148017,5.094663,4.93443,6.076633,5.276525,5.808866,5.080357,5.560435,4.92694,5.497358
"CYBA",8.730154,9.028115,8.90921,8.279466,8.464176,8.204868,9.153929,8.817681,8.654159,8.920197,9.108128,9.228582,9.319855,8.990714,9.202738,9.106345,8.869378,8.992965,9.073693,9.357737,9.152365
"TIMM22",7.892648,8.153119,8.389809,8.216142,8.316809,8.095135,8.04456,8.133473,8.345672,9.063561,8.778777,8.765873,9.135627,9.257441,9.015643,8.950212,8.879608,8.849345,8.96725,8.743803,9.030735
"PAFAH1B1",9.68795,9.786155,9.829792,9.619427,9.757713,10.251906,9.558851,9.386465,9.965361,8.907088,8.917095,8.83219,8.935721,8.857054,8.991456,9.115235,8.73624,8.619827,9.028371,9.114118,9.097071
"OR1A2",6.139302,5.635685,5.332941,5.511021,4.722392,5.111247,5.250039,6.022057,5.329806,6.137962,5.852388,5.734934,5.169149,5.7085,5.963191,5.23223,5.988438,5.865139,5.799703,5.416516,5.398395
"EMC6",7.674938,7.696776,7.341528,7.036015,7.121942,7.204281,7.646681,7.119994,7.090968,6.222771,6.435843,6.191172,6.975914,6.932578,6.434059,6.656048,6.727176,6.690004,6.53467,6.917069,6.761788
"ARRB2",10.285654,10.161398,10.119671,9.375614,10.217113,9.833397,9.786719,10.374209,10.577722,10.846749,11.546366,11.309714,11.331799,10.761177,11.131251,11.204573,11.040061,11.051051,11.051869,11.071153,11.117843
"PSMB6",8.235557,8.574839,8.010093,7.879796,8.112602,8.156822,8.192442,8.177553,7.906978,9.262152,9.019401,9.290128,10.013855,9.668632,9.68331,9.636158,9.154742,9.624351,9.720515,9.706072,9.266706
"GP1BA",6.709118,6.840299,7.259058,6.927506,7.103402,6.972355,6.412651,7.2812,7.166694,7.645174,7.946635,7.600423,7.33755,6.347205,7.35858,7.366076,7.224653,7.378298,7.533936,7.226199,7.674627
"RABEP1",8.720799,8.940506,9.041805,9.168454,8.941591,9.537407,9.164183,8.664395,8.958014,8.442775,7.9465,8.303269,8.581713,9.10337,8.431652,8.53707,8.376025,8.145224,8.390606,8.823849,8.708818
"MIS12",7.505943,7.693306,7.476028,7.639271,7.439163,7.919204,7.260195,6.91207,7.187285,7.211783,6.316878,6.584813,7.641069,7.681743,7.134878,7.216293,7.073911,6.541594,6.985488,7.276259,7.174452
"TXNDC17",6.579881,6.59182,6.540792,6.609681,6.583063,6.773101,6.622273,6.187497,6.42596,5.743942,5.798877,5.96869,6.403615,6.442704,6.130306,6.098025,5.974856,5.984239,6.078638,6.13193,6.18473
"XAF1",9.429997,11.162924,9.51782,9.531359,10.106967,10.375153,9.417005,8.806386,9.669386,9.299911,9.263756,11.643613,9.874025,9.491552,9.660032,9.580244,9.915116,9.549948,9.589584,9.32981,10.258255
"ELP5",7.704604,8.435239,8.121573,7.967001,8.073796,8.042712,8.155186,7.702665,8.019469,8.796163,8.35764,8.561782,8.913816,8.97782,8.671237,8.794445,8.849235,8.655898,8.674252,8.434059,8.70786
"SPEM2",6.89579,6.428214,6.919797,7.286301,6.527702,6.650222,6.805082,7.429978,6.842008,7.492054,7.29643,7.462308,7.133666,7.141802,7.326092,7.34195,7.608601,7.605687,7.305003,7.241114,7.290063
"CD68",9.971579,10.632033,10.145442,9.646368,10.226689,9.465179,10.009697,10.481301,10.705153,10.610459,10.882592,11.576462,11.328882,10.459538,11.122173,10.98561,10.684561,10.997421,11.180871,11.002642,10.812058
"MPDU1",8.530591,9.139166,8.177867,8.312168,8.804522,8.040238,8.879616,8.606611,8.398444,9.945046,9.288354,9.843629,10.150394,9.987051,9.886722,9.852946,9.702453,9.631588,9.993877,10.030505,9.717123
"TMEM88",7.965052,7.651133,7.915789,7.913332,7.737367,8.047556,7.61308,8.15617,8.273069,8.6102,9.081739,8.712092,8.318057,8.049411,8.378963,8.370503,8.435996,8.399866,8.319101,8.240968,8.347159
"ADPRM",6.855186,6.76884,7.421155,6.91798,6.348242,6.944906,6.428648,6.281687,5.74825,6.70273,6.181028,6.423187,7.089615,7.099164,6.538921,6.331631,5.959992,6.655784,6.8105,6.539806,7.136007
"MAP2K4",9.24343,9.321344,9.41963,9.12246,9.567471,9.89548,9.210591,9.448529,9.630185,8.403433,8.801259,8.301789,8.580945,8.8489,8.238924,8.691143,8.236907,7.955137,8.435604,8.607688,8.702407
"SNHG29",9.199588,9.168886,8.857421,9.072042,9.186513,9.145785,9.122547,8.694751,8.608959,8.695824,8.59364,8.557148,9.357421,9.671262,8.797898,9.191105,8.712631,9.00951,8.896744,9.225289,8.856004
"SNORD49A",6.107488,6.2025,5.433493,5.495938,6.027565,6.160558,5.16435,4.509875,5.076679,5.00925,4.724555,5.176101,5.798537,5.671869,5.133148,5.907795,4.907492,5.155795,5.682191,5.977268,5.898507
"USP32P1",7.412662,8.395861,8.289925,6.341153,7.525258,7.346424,6.387329,7.227514,7.139269,7.371817,7.412662,7.104451,6.848211,6.406018,6.238865,6.754957,6.369601,7.261663,7.494169,7.432774,6.157812
"DRG2",7.746254,7.990803,7.587532,7.598306,7.740474,7.579386,7.855695,7.409943,7.880623,8.359196,8.074946,8.476583,8.660839,8.435519,8.496917,8.568407,8.339559,8.361513,8.557177,8.53097,8.576395
"SMCR8",7.825012,8.201886,7.94889,7.196178,7.791122,7.631896,8.041514,7.767156,8.367963,8.486297,8.850109,8.894378,8.996963,8.694026,8.701287,8.792211,8.712354,8.671638,8.807673,8.736467,8.801739
"FLJ36000",6.38968,6.004208,6.182625,7.300816,5.768113,5.761532,5.997353,6.690195,6.29811,6.312223,6.323746,6.451627,5.901772,6.310854,5.797844,5.723179,6.516495,6.403708,6.246199,5.982703,5.76273
"KSR1",7.880021,7.921658,8.178241,7.80704,8.220181,8.17035,7.796035,7.942536,8.043759,8.430286,8.919224,9.324124,8.773681,8.48252,8.621838,8.931428,8.611192,8.655022,8.809386,8.54207,8.631487
"LGALS9",6.355306,7.37976,6.242379,6.085798,6.453559,6.183469,6.996686,6.569084,6.843742,6.474515,7.100844,7.394123,7.776634,6.766073,6.856607,7.158523,7.096094,7.221571,7.12809,7.036372,7.649227
"NLK",7.85618,8.259539,8.351875,7.792204,8.075296,8.298566,8.051463,7.587347,8.17037,8.629954,8.496961,8.695087,8.875137,8.926951,8.60644,8.701799,8.445088,8.363833,8.736197,8.764473,8.979539
"TNFAIP1",7.263986,7.440919,7.437417,7.21391,7.086838,6.967975,7.644568,7.432479,7.139131,7.664966,8.128565,8.166855,8.327477,8.176571,8.374264,8.200987,8.169182,8.038112,8.14756,8.19199,8.206859
"TMEM199",8.361777,8.440948,8.328838,8.252927,8.2483,8.133317,8.186458,8.057324,8.4793,8.862574,9.066613,9.176746,9.19713,9.102518,9.219413,9.227215,9.146718,9.159942,9.067787,9.398859,9.052162
"RPS7P1",6.663966,6.030438,5.468826,5.861159,5.850231,6.211241,5.937262,5.653772,5.449728,5.574254,5.085187,4.712647,6.087108,7.228118,5.7343,5.778603,5.155176,5.711382,5.301998,5.61785,5.339649
"SNORD4A",5.984338,6.945191,6.528639,6.05222,6.374856,6.742917,6.065293,5.934663,6.12744,7.58452,6.807803,7.36401,7.743273,8.052271,7.701355,7.961607,7.313085,7.667703,7.834618,8.027336,7.949403
"SNORD42A",5.789225,6.121067,5.666827,5.742455,6.217568,6.532385,5.641191,5.279274,5.655774,6.549712,6.324061,6.181319,6.986829,7.415449,6.828093,7.145234,6.819989,6.766035,7.120433,7.15761,7.154116
"SNORD4B",6.820259,6.978819,6.80412,7.304017,6.832574,7.38096,6.73954,5.873425,6.739916,8.166017,7.32052,7.555625,7.845574,8.236858,7.928545,7.514232,7.804472,7.83629,7.863502,7.989071,7.843087
"ERAL1",6.998782,7.976431,7.805138,7.899779,7.980486,7.706807,7.783855,7.267896,7.865076,8.41638,8.177203,8.454162,8.664741,8.681991,8.488269,8.451493,8.30566,8.316351,8.53387,8.408743,8.69699
"TAOK1",9.220297,9.511193,9.60714,9.336368,9.447101,9.992546,9.218543,8.936811,9.45215,8.693417,8.711709,8.614474,8.528171,8.662484,8.569911,8.75735,8.495755,8.411997,8.651869,9.122761,8.931691
"NSRP1",7.314595,7.042663,7.292047,7.249934,7.300308,7.819283,7.052575,6.917143,7.055279,6.734938,6.579293,6.923737,7.376765,7.376391,7.222938,7.45557,6.859716,6.463728,7.246526,7.496355,7.106475
"CPD",9.972416,9.433338,10.024579,8.84145,10.097618,10.193126,9.675939,10.105177,10.742578,9.339938,10.315285,9.22176,9.583578,8.824782,9.646876,9.722619,9.45515,9.235906,9.620613,9.471109,9.876343
"SUZ12P1",9.710598,8.976007,8.482639,8.721496,9.389783,9.270614,9.290939,9.075494,8.951747,9.754873,9.9822,9.400689,10.068994,10.227565,9.931459,9.432836,10.164152,9.842507,9.845431,10.471809,10.248676
"ATAD5",6.025767,6.968444,6.177283,6.466127,6.566606,6.904338,6.388367,5.474185,6.063431,5.999797,5.860199,5.807636,6.045431,6.164265,5.88741,6.177238,5.872754,5.686082,5.615304,6.144837,6.214556
"ADAP2",7.361933,8.358371,7.689815,7.60165,7.781362,7.528299,7.619294,7.960499,8.078188,8.286895,8.218868,9.150981,8.96582,8.069611,8.697863,8.846976,8.330741,8.522604,8.718743,8.75023,8.408202
"RNF135",7.834065,7.969918,7.160979,7.517944,7.755697,7.788308,7.095927,7.840134,7.895428,7.957036,8.700663,8.819571,8.594487,8.228025,8.60244,8.923387,8.321367,8.464288,8.701165,8.677827,8.335811
"SUZ12",9.017988,9.518861,9.324695,8.955143,9.358515,9.771424,9.071221,8.412901,9.035056,8.82137,8.584904,8.687137,9.371825,9.442217,8.818709,9.323717,8.883315,8.68944,9.067196,9.34074,9.239691
"LRRC37B",8.276066,8.459576,8.431322,8.368917,8.616811,9.156498,7.836038,7.721952,8.541073,8.788482,8.896565,8.632805,8.951695,9.335896,8.739719,8.885224,8.659472,8.733276,8.883952,8.84348,8.845907
"CCL2",5.898214,5.687161,5.545302,5.797064,5.600959,5.349756,5.742802,5.863849,5.482366,6.089768,6.051832,8.675413,5.968127,5.801105,6.201054,5.702471,6.115838,6.189856,5.971721,5.642195,6.217255
"CCL8",5.215018,4.970485,5.143827,5.260335,5.06088,5.057149,5.297886,5.525812,5.033065,5.341205,5.2778,6.333855,5.015742,5.315518,5.016457,4.977222,5.160001,5.330883,5.434762,4.873088,4.720885
"ZNF830",7.180349,7.154092,7.020085,7.167669,7.229935,7.192333,6.756909,6.714772,6.939631,6.662381,6.437487,6.584377,7.149649,7.638503,6.782626,6.988694,6.719283,6.543489,6.829773,7.040261,6.490697
"SLFN5",10.462342,11.091285,10.902713,10.809429,10.596401,10.779634,10.386947,10.121582,10.988955,10.530537,10.297201,10.577135,10.749343,10.861875,10.799977,10.521936,10.969389,10.919113,10.807968,10.845707,11.272345
"SNORD7",6.888937,7.162261,7.556044,7.05811,7.305137,7.729079,7.380676,6.952826,7.369547,6.339638,6.573698,6.389249,6.749149,6.826747,6.662013,6.559368,6.165941,6.424122,6.458188,6.376913,6.596493
"TAF15",9.986418,9.986426,10.068716,10.048273,10.117677,10.251713,9.994052,9.524486,10.301301,9.215932,9.056767,9.177503,8.799279,8.980897,9.305501,9.001932,9.329499,8.983683,9.098114,9.335837,9.130575
"CCL4",6.42835,6.941751,6.086517,5.536428,5.745515,5.840985,6.48526,4.852316,6.693364,5.917475,5.988524,5.925148,6.367824,5.34636,6.057,5.576055,5.175991,5.877015,6.123439,5.67148,6.237753
"GGNBP2",8.72534,8.646435,8.901184,8.857376,9.04287,9.397008,8.781013,8.324886,8.788963,7.623944,7.557011,7.583772,7.70359,7.841874,7.715371,7.825365,7.56003,7.393333,7.760442,8.100127,7.729963
"MRM1",7.363791,7.167424,7.284133,7.111721,6.775327,7.053508,6.941902,7.421868,7.190786,8.109442,7.638252,7.934326,7.690436,8.008049,7.963458,7.78728,7.948651,8.016828,7.782158,7.966204,7.816137
"MRPL45",9.099969,9.34766,9.368369,9.415518,9.365276,9.359973,8.867917,9.298382,9.147893,9.409513,8.729795,9.034565,9.700898,9.830743,9.308716,9.503142,9.255943,9.288852,9.439741,9.73293,9.111733
"ARHGAP23",6.979665,6.451848,7.048816,7.774462,6.538465,6.902799,6.87587,7.811438,6.922168,7.535772,7.613856,7.398449,7.094154,7.182345,7.210539,7.193316,7.308878,7.44195,7.705498,7.078419,6.925172
"PSMB3",9.893091,10.234508,9.921636,9.522962,9.676352,9.438425,10.126132,9.507555,9.636494,9.38112,9.444505,9.252743,9.853939,9.40667,9.574031,9.636212,9.111485,9.224353,9.545519,9.569805,9.300922
"STARD3",8.495238,8.556441,8.656825,8.52428,8.488295,8.696415,8.625687,8.569025,8.901697,9.361679,9.780225,9.489052,9.734908,9.6853,9.590433,9.740409,9.451886,9.369681,9.438429,9.540679,9.502143
"THRA",7.459188,7.751753,7.756278,7.252401,7.236092,7.484078,7.381513,7.80906,7.734866,8.318447,8.737705,8.398904,8.481598,8.381221,8.707765,8.620244,8.442896,8.474275,8.414006,8.306207,8.666265
"CDC6",4.653455,6.610995,4.847412,4.974391,4.671696,4.941975,5.083557,5.220936,5.266534,5.440056,4.965703,4.777942,5.006193,4.95566,4.705371,4.797901,4.970392,4.900766,5.151387,4.968041,4.815554
"RARA",8.042741,8.283666,8.184247,7.711506,8.216308,7.910909,7.968393,8.248293,8.462206,8.708053,9.316465,9.266202,8.991707,8.4151,8.826849,9.022771,8.777371,8.762537,8.978293,8.713995,8.821847
"NKIRAS2",7.862429,8.180575,8.015326,7.86822,7.965191,7.956595,7.91132,7.908655,8.085141,8.453393,8.960293,8.945452,8.904272,8.795422,8.853967,8.786351,8.661051,8.58246,8.859478,8.494224,8.748259
"MLX",8.688334,8.654849,8.675346,8.224601,8.518803,8.32559,8.544248,8.573872,8.553368,9.348295,9.508371,9.467396,9.865017,9.619564,9.391944,9.753239,9.406897,9.468832,9.642953,9.458967,9.505356
"TUBG1",7.297806,8.055204,7.386716,8.058857,7.611149,7.420443,7.653319,7.147227,7.62466,9.160901,8.496345,8.478351,8.844978,8.748036,8.718013,8.493355,8.598647,8.408993,8.920502,8.495965,8.473786
"TUBG2",6.837897,6.568759,6.680289,6.516905,6.855983,6.720097,6.892717,6.406922,7.181913,7.459504,7.239661,7.312269,7.50585,7.450341,7.508072,7.597101,7.445583,7.36822,7.609387,7.525461,7.445218
"VPS25",7.38556,7.868904,7.561858,7.261359,7.246508,7.45853,7.831599,7.258875,7.50849,8.435346,8.287289,8.213849,8.882934,8.912762,8.5236,8.83671,8.203307,8.113163,8.557773,8.578625,8.45987
"PSME3",9.404419,9.568827,9.331613,8.994042,9.368241,9.518001,9.174854,9.31434,9.476638,9.568257,10.230373,10.017496,9.812376,9.971538,9.940852,10.03754,9.975741,9.90075,9.891343,9.800866,10.116643
"RPL27",9.563758,8.849528,8.884445,9.286194,8.594763,8.779437,8.911403,8.475409,8.112891,9.312411,9.451486,9.161104,9.683001,10.874266,9.375691,9.4287,9.382119,9.35452,9.407238,9.458939,9.363638
"IFI35",7.614218,9.076269,7.740311,7.83546,8.143705,8.193454,8.014938,7.798532,8.058963,7.787156,8.432974,9.912867,8.972834,8.344588,8.650996,8.599508,8.496965,8.314508,8.35291,8.500248,8.967322
"NBR2",7.133209,8.054198,7.951105,7.732727,7.834313,8.30668,7.600431,7.19265,8.183298,8.518751,8.365217,8.497525,8.47071,8.390718,8.627721,8.700066,8.441339,8.465059,8.701651,8.66573,8.368447
"NBR1",8.630857,9.017238,8.849089,8.461133,8.837795,9.06532,8.278845,8.370629,9.142445,9.225243,9.534501,9.381122,9.294722,9.13823,9.316024,9.528673,9.271625,9.277171,9.528615,9.469524,9.572043
"TMEM106A",7.88254,7.548693,7.821569,7.587963,7.148782,7.647166,7.448407,8.498825,8.048518,8.492213,8.854932,8.980303,8.52251,8.480266,8.752577,8.532697,8.098907,8.369283,8.421508,8.494366,8.405923
"G6PC3",7.201035,7.390782,7.514385,7.342044,7.339626,7.177132,7.500771,7.469212,7.419988,8.002718,8.049397,8.245773,8.311034,8.181026,8.217828,8.102074,7.910327,7.973228,8.251396,7.936619,8.401479
"RUNDC3A",6.928523,8.125423,7.392702,6.861466,8.276403,6.895983,7.60876,7.072124,7.270813,7.494095,7.88172,7.579171,8.583891,7.432095,8.551639,9.542014,7.502883,8.119471,8.055607,7.738493,7.728449
"GRN",10.067082,10.994575,10.370836,9.528595,10.458247,9.946051,10.401279,10.84755,11.257683,11.05783,11.953429,12.062332,11.524314,11.021094,11.618584,11.635871,11.27278,11.563736,11.726627,11.278842,11.445151
"MYL4",6.909119,7.432712,6.883489,6.994789,8.026738,6.607614,7.439628,6.687547,7.006621,7.582061,7.627167,6.988777,8.108697,7.138489,7.525322,7.554942,7.66689,7.709521,7.299883,7.429375,7.446395
"ITGB3",8.013444,8.34906,9.295013,7.942577,8.676996,8.891763,7.172527,7.830286,9.192324,9.208078,9.517442,7.9997,8.415757,7.010087,8.933107,8.430739,8.130763,8.680253,8.537376,8.831965,8.477568
"EFCAB13",5.21834,5.823686,5.588027,5.556689,5.699429,5.642371,5.79188,5.063561,5.348308,6.102,5.161542,5.264342,5.540272,6.410739,5.576999,5.87694,5.814827,5.368408,5.304886,5.424869,5.233878
"KPNB1",10.013065,10.248389,10.001267,9.618112,10.069395,10.479774,9.739284,9.739588,10.369511,9.270814,9.59424,9.792503,9.478912,9.107181,9.233632,9.390471,9.304857,9.178369,9.280243,9.384185,9.1691
"PNPO",7.158222,7.748015,7.27656,7.187329,7.421041,7.560367,7.444181,7.394914,7.556794,8.144651,7.830446,8.240966,8.378113,8.426165,8.275026,8.268604,8.1498,8.147919,8.317811,8.158469,8.177609
"CDK5RAP3",8.328438,8.508355,8.455238,7.928592,8.315962,8.697154,8.491952,7.854588,8.968106,7.079818,6.948837,7.206336,7.301497,6.914922,7.429916,7.437868,7.254159,7.108171,7.147274,7.43047,7.377005
"ATP5MC1",8.132174,8.274239,8.11946,7.884608,7.71989,7.812381,7.918117,8.175092,7.921252,10.165945,9.471553,9.744305,10.238319,10.327815,10.18172,10.202173,9.787003,9.930203,10.111892,10.073434,9.920278
"UBE2Z",8.877019,9.154735,9.216591,9.092517,9.04059,8.970414,9.050875,8.868806,9.39091,9.587667,9.706232,10.011986,9.901653,9.689838,9.868949,9.896594,9.769475,9.665717,9.734331,9.618697,9.848357
"ABI3",8.471372,9.119941,8.409086,8.014497,8.540592,8.310264,8.837573,8.430196,8.650413,8.848887,8.818692,9.443342,9.669878,8.956574,9.386949,9.106073,8.988441,9.081259,9.162773,8.975672,9.349151
"PDK2",6.688028,7.697271,7.595867,7.048618,7.211414,7.184194,7.319908,7.294269,7.973955,7.958068,8.006479,7.988566,8.275762,8.038275,8.162295,8.008575,7.862248,7.803172,7.86534,7.648418,8.119933
"LUC7L3",9.441669,9.357394,9.614493,9.486275,9.373499,9.996989,9.380018,8.846489,9.062329,8.253386,7.861143,7.816785,8.039394,8.543395,8.025393,8.432056,7.864482,7.60565,8.03608,8.595281,8.014374
"PCTP",7.495914,7.757955,7.268402,6.776417,7.986519,7.28203,7.23651,7.503107,7.350907,8.624113,9.009741,8.933916,9.622286,8.255533,8.745857,9.017368,8.595315,8.761665,8.87347,9.178565,8.657384
"NOG",7.687442,8.132438,8.811517,8.57746,8.472078,8.287767,8.311069,7.747987,7.909733,8.451847,8.071034,7.970579,8.198451,9.106899,8.116129,8.203949,8.338775,8.458331,8.127297,8.097974,8.248545
"DYNLL2",8.559026,8.416856,8.412189,8.508586,8.497169,8.219462,8.57041,8.440587,8.289157,8.828963,9.306194,9.168047,9.25305,9.371565,9.338937,9.431717,9.181731,9.251407,9.161942,9.144936,9.199269
"DHX40",7.106604,7.725052,7.288316,7.256382,7.655011,7.585788,7.621483,7.153813,7.358588,6.703397,6.793495,7.029656,6.937479,6.984668,6.830076,7.104837,7.106811,6.808915,7.096629,6.712494,7.320436
"CLTC",9.882246,10.209568,10.039642,9.584563,10.020846,10.37096,10.016427,9.725061,10.354248,8.938374,9.231068,9.071729,9.028447,8.860702,9.151351,9.299907,8.846171,8.871365,9.144962,9.399905,9.355309
"MIR21",9.85404,9.452895,9.325517,8.374663,9.353081,10.015597,9.168883,9.05226,10.477106,8.678261,9.223203,9.323856,8.659079,8.610859,9.041286,9.008959,8.289877,8.38748,8.744519,9.225895,8.778291
"METTL2A",7.315978,7.993079,7.274869,7.536809,7.757779,7.395635,7.348275,6.815221,7.408545,7.199243,6.829599,6.613737,7.098507,6.349071,7.027209,6.661852,6.725891,6.655458,6.672063,6.900857,6.931883
"DDX42",8.781006,9.251068,9.22736,9.174415,9.26761,9.544083,8.994147,8.771306,9.503134,7.774227,7.905847,7.94196,7.895536,7.724606,8.122118,8.088757,7.665991,7.659861,8.050154,8.170631,8.055179
"PSMC5",8.693739,9.193199,9.025406,8.603184,8.740639,8.956426,8.892205,8.517251,9.001562,7.932526,7.801181,8.107869,7.973803,8.158035,8.113943,8.235036,8.185136,7.984184,8.010276,8.271234,8.053354
"SNORD104",9.67638,9.819729,9.65531,9.461035,9.260541,9.035944,9.751974,9.399184,8.004288,9.45615,9.363508,9.001563,9.855115,10.828761,9.936074,10.09166,9.087066,9.989412,9.825088,10.187255,9.421695
"CEP95",8.470645,8.767902,8.860698,8.753206,8.737641,9.130291,8.885675,8.128697,8.59406,8.299092,7.7313,8.140012,8.175656,8.529889,8.303839,8.437494,8.205878,7.839581,8.224053,8.432557,8.518421
"PRKCA",7.17995,7.727707,8.185248,7.990052,8.055053,8.164318,7.603941,7.492552,8.083036,8.28594,8.129071,8.373566,8.049678,8.55844,8.127311,8.517521,8.302998,8.181063,8.340319,8.16738,8.627469
"PITPNC1",8.736434,9.131038,9.166045,8.935543,8.858732,9.122752,8.841325,8.373209,9.137061,9.50376,9.493537,9.332841,9.700451,9.77354,9.813628,9.819973,9.59143,9.171961,9.518722,9.804907,9.712941
"PRKAR1A",11.192578,11.108234,11.3591,10.893554,11.228824,11.576046,11.198955,11.458103,11.621213,10.262115,10.784763,10.742912,10.667208,10.183533,10.600775,10.733479,10.538372,10.617051,10.640925,10.81438,10.74492
"MAP2K6",7.697603,7.852072,7.823771,7.744997,7.444891,8.014253,7.553306,7.285012,7.79886,7.252849,7.174957,7.811141,7.288394,7.313001,7.163344,7.387808,7.125129,6.9904,7.31861,7.227906,7.283821
"KCNJ2",8.337419,8.323415,7.851699,7.310136,8.947166,8.687715,8.041215,8.819276,8.817261,8.820523,9.562872,9.101623,9.635169,8.653179,8.844529,9.04551,8.403163,8.656727,8.785723,9.133468,8.817304
"LINC01152",3.911921,3.830508,3.821586,4.396371,4.181,3.837197,3.57187,4.191261,3.816713,4.917768,4.64194,4.24794,3.730809,4.331277,4.146937,3.839292,4.402628,4.339762,3.942311,3.866885,3.934174
"CD300A",9.775929,9.991435,9.64481,8.690804,9.726746,9.437271,9.814161,9.930472,10.077241,9.358877,9.707302,10.142919,10.126097,9.207519,9.948133,9.857922,9.304835,9.424804,9.495271,9.646626,10.096319
"RAB37",7.888646,7.654295,7.683014,7.494981,7.568912,7.808309,7.696864,7.738896,7.852379,8.701814,8.621633,8.740077,8.769544,8.45255,8.642049,8.555001,8.352269,8.454793,8.506059,8.767722,8.645373
"TMEM104",7.538349,7.553358,7.590873,7.676352,7.300135,7.601955,7.766259,7.518856,7.801686,8.349377,8.495661,8.841777,8.58233,8.463062,8.674491,8.54851,8.549919,8.470284,8.458959,8.370068,8.527754
"MYO15B",7.068375,7.200545,7.188875,6.882498,6.598096,7.208881,7.324924,6.967891,7.113205,7.97373,7.74681,7.32924,8.042134,7.563066,7.227683,7.6033,7.904624,8.053914,7.537499,8.355576,7.568959
"SNORD1B",4.655555,4.922597,4.604293,4.387481,4.788676,4.851559,4.371145,4.526483,4.800055,4.133999,4.057843,3.905756,4.195621,3.649711,4.17172,4.21764,4.113428,3.937157,4.287877,4.413783,3.989219
